icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration,z_score_max,zscore_anomaly,turning_anomaly
4cafd1,11201.4,11277.6,11209.02,218.73,220.08,219.96,0.0146000000000015,0.0448000000000003,286.0,1.3995663703181294,False,True
4cafd2,11887.2,11887.2,11887.2,219.65,219.65,219.65,0.0189999999999983,0.0112000000000005,423.0,1.2924500091019309,False,False
4cafd3,11582.4,11582.4,11582.399999999998,235.11,235.69,235.35409090909096,0.0365999999999999,0.1408000000000004,2884.0,0.9858890582309289,False,True
4cafd7,685.8,685.8,685.8,95.31,95.31,95.31,0.0,0.0,17.0,2.5031716977800875,False,False
4cc278,1882.14,1927.86,1901.3905263157892,132.84,133.51,133.12210526315792,0.0005000000000023,0.0073999999999898,2669.0,1.9170596735493228,False,False
4cc279,9448.8,9448.8,9448.799999999996,231.83,232.0,231.93200000000004,0.0062999999999959,0.0030000000000001,595.0,1.1579681541443678,False,False
4cc27c,11582.4,11582.4,11582.399999999998,214.72,214.72,214.72,0.0264000000000024,0.0484000000000008,1217.0,0.9858890582309289,False,False
4cc27f,2118.36,2125.98,2122.2644628099174,138.45,141.21,139.29280991735536,0.1172000000000039,0.0504999999999995,3592.0,1.8596017724869145,False,False
4cc2a3,11582.4,11582.4,11582.4,206.38,207.52,206.76283582089545,0.023300000000006,0.0297,1519.0,0.9858890582309289,False,False
4cc2a7,5265.42,6278.88,5692.454876033058,204.68,215.55,206.7473553719008,0.1121000000000052,0.3761000000000081,3592.0,1.185299981366194,False,True
4cc4c5,11582.4,11582.4,11582.399999999998,243.72,244.45,243.88846153846143,0.0855000000000032,0.1099999999999994,986.0,0.9858890582309289,False,False
4cc50f,7962.9,7985.76,7972.044000000001,218.29,218.8,218.59600000000003,0.0014999999999929,0.0117000000000047,2459.0,0.33745680464847,False,False
4cc510,10728.96,10751.82,10738.061666666668,228.33,228.71,228.52,0.0068000000000054,0.0083000000000055,1138.0,0.7560247046091202,False,False
4cc52d,10668.0,10668.0,10668.0,217.81,218.88,218.31272727272727,0.0658999999999991,0.0941999999999998,2884.0,0.7396058222075627,False,True
4cc52e,4488.18,5105.4,4891.599173553719,176.18,179.01,178.39396694214878,0.0968999999999979,0.3016999999999967,3592.0,1.185299981366194,False,False
4cc52f,8641.08,8869.68,8779.730869565217,227.78,229.46,228.4307608695652,0.0598000000000027,0.0969000000000051,3206.0,0.8834976789614303,False,False
4cc56e,11269.98,11277.6,11275.779292035402,196.73,196.91,196.80964601769907,0.0776000000000038,0.0381999999999997,3342.0,0.9898321689278755,False,True
4cc574,8770.62,8930.64,8844.280000000002,228.01,229.29,228.6488888888889,0.0510999999999981,0.0541000000000053,972.0,0.8632026929873836,False,False
4cc576,9144.0,9144.0,9144.0,233.92,233.94,233.92818181818183,0.031499999999994,0.0386000000000024,2274.0,0.5414832264515894,False,False
4cc57a,11582.4,11582.4,11582.4,214.86,214.86,214.86000000000004,0.0,0.0,74.0,1.5653230752658236,False,False
4cc582,2293.62,10972.8,10578.291818181817,227.6,227.92,227.7527272727273,1.811,30.4947,2884.0,7.370821199016194,True,True
4d00ed,1592.58,1592.58,1592.58,119.93,119.93,119.93,0.0,0.0,0.0,2.014296121501091,False,False
4d00f1,11582.4,11582.4,11582.399999999998,237.4,239.02,237.93800000000005,0.0743000000000009,0.0437999999999991,2847.0,0.9858890582309289,False,True
4d0102,9448.8,9448.8,9448.8,279.68,279.68,279.67999999999995,0.0,0.0,233.0,1.4410055465550529,False,False
4d010c,1546.86,3261.36,2326.5524137931043,133.65,150.46,137.44540229885064,0.1478999999999999,0.0765999999999991,3487.0,1.7170694571255156,False,False
4d0111,10401.3,10591.8,10525.76,260.99,262.64,261.4320833333333,0.0110000000000027,0.1445999999999987,2848.0,1.0467735485371115,False,True
4d0113,457.2,723.9,569.2139999999999,86.55,88.89,87.274,0.0135000000000005,0.0357999999999991,2847.0,2.637649844688334,False,False
4d0117,11887.2,11887.2,11887.2,281.98,281.98,281.98,0.0,0.0,209.0,1.4658029952199463,False,False
4d0140,11277.6,11277.6,11277.600000000008,261.64,277.83,275.6222727272728,3.9658000000000015,11.5,3342.0,2.5782277644946916,False,False
4d200c,9136.38,9136.38,9136.38,177.97,177.97,177.97,0.0,0.0,163.0,1.4957365340377822,False,False
4d2014,2606.04,3406.14,3144.012,147.95,156.72,151.7164,0.0611000000000032,0.0748000000000015,2867.0,1.4883353348528905,False,True
4d201f,6080.76,6080.76,6080.76,171.71,171.71,171.71,0.0,0.0,163.0,1.4957365340377822,False,False
4d2022,1112.52,5181.6,4168.468448275861,113.77,215.48,192.7961206896552,5.260200000000005,6.433299999999999,3592.0,2.232173723316622,False,False
4d20e5,8557.26,9144.0,8731.298473282444,221.11,224.35,223.34473282442747,0.1737999999999999,0.0955000000000012,3592.0,1.185299981366194,False,False
4d2124,10668.0,10668.0,10668.0,211.45,211.45,211.45,0.0,0.0,163.0,1.4957365340377822,False,False
4d2135,2834.64,2834.64,2834.64,156.36,156.36,156.36,0.0,0.0,109.0,1.6540792802252227,False,False
4d21c8,10668.0,10668.0,10668.0,245.43,245.55,245.5178048780488,0.012599999999999,0.0261999999999993,2477.0,0.7563296101680417,False,False
4d21e9,8671.56,8671.56,8671.56,225.07,225.07,225.07,0.0,0.0,91.0,1.5520312640200178,False,False
4d21ea,4183.38,5943.6,4400.203636363637,159.74,194.88,161.9881818181818,0.0615000000000023,0.0304999999999999,2884.0,1.0929216020046897,False,True
4d21f0,10668.0,10668.0,10668.0,217.62,218.87,218.6790909090909,0.0723999999999946,0.0398999999999993,618.0,1.1399851154000424,False,True
4d21fd,11620.5,11643.36,11627.988620689655,220.11,220.11,220.11000000000007,0.0046999999999997,0.0064999999999999,2018.0,0.9961508597319025,False,False
4d2209,3101.34,11590.02,10465.308,220.14,264.73,244.7792,5.467999999999996,13.8728,2867.0,3.1769140138922936,True,True
4d220a,1059.18,10408.92,6642.506400000001,89.12,225.4,170.0376,5.754800000000003,4.4664,2867.0,2.4738568881922625,False,True
4d220c,10972.8,10972.8,10972.799999999996,267.03,270.1,269.13590909090914,0.0411000000000001,0.1780999999999988,2884.0,1.2036284033386202,False,True
4d2210,9357.36,9410.7,9379.81894736842,204.72,205.12,204.97964912280705,0.0155999999999991,0.0190999999999998,2654.0,0.4519047490976231,False,False
4d2212,11277.6,11277.6,11277.6,217.21,229.02,227.5192,5.749000000000002,0.1333999999999999,2867.0,2.4710227548394945,False,True
4d2214,11277.6,11277.6,11277.600000000002,229.68,230.35,229.9809090909092,0.0716999999999998,0.1044999999999998,2884.0,0.9037946462231403,False,True
4d2215,12192.0,12192.0,12192.0,198.18,215.61,206.46808,2.6813,8.378300000000001,3592.0,1.7905849523130954,False,True
4d2219,6903.72,6903.72,6903.72,200.16,200.16,200.16,0.0,0.0,280.0,1.4042575978166492,False,False
4d221d,11277.6,11277.6,11277.600000000002,245.29,245.7,245.56727272727275,0.0583999999999989,0.1072000000000006,2884.0,0.9037946462231403,False,True
4d2220,10972.8,11277.6,11219.136206896555,237.37,258.14,241.86448275862057,7.076599999999999,3.2682,3592.0,3.1197461064143024,True,True
4d2222,4160.52,6667.5,4828.032000000003,163.59,173.39,170.57842857142862,0.4096000000000046,6.4186,2641.0,1.2961288485772222,False,False
4d2223,11277.6,11590.02,11497.6656,229.95,245.85,234.85,1.1259999999999977,4.783799999999999,2867.0,0.9299774786413074,False,True
4d2224,12192.0,12192.0,12192.0,247.65,249.68,248.1184615384616,0.1043999999999982,0.2297000000000002,986.0,1.1500778822465063,False,False
4d2225,1554.48,9700.26,9208.769999999997,117.83,246.36,199.4709090909091,8.438600000000001,8.295,2884.0,3.7852788006331117,True,True
4d2228,9144.0,9144.0,9144.0,222.79,222.79,222.7900000000001,0.0195999999999969,0.0004999999999988,2001.0,0.33372994662846955,False,False
4d2229,11582.4,11582.4,11582.399999999998,192.2,193.31,192.5903571428572,0.170100000000005,0.0460999999999995,3306.0,0.9858890582309289,False,False
4d222a,7688.58,7985.76,7835.575116279068,196.23,197.89,197.0077906976744,0.046600000000005,0.0192000000000001,3306.0,0.9616848039367577,False,True
4d222c,5250.18,5250.18,5250.18,202.09,202.09,202.09,0.0,0.0,163.0,1.4957365340377822,False,False
4d222d,1158.24,1409.7,1356.36,119.39,140.63,136.304,0.083200000000005,0.1089,1217.0,2.067334184020237,False,False
4d222e,11277.6,11277.6,11277.600000000002,228.86,229.81,229.05318181818183,0.0287000000000006,0.0830000000000001,2884.0,0.9037946462231403,False,True
4d2234,3962.4,3992.88,3964.744615384616,162.19,162.19,162.19000000000003,0.002600000000001,0.0045999999999999,286.0,1.3995663703181294,False,False
4d2236,11582.4,11582.4,11582.399999999998,225.8,226.56,226.07636363636368,0.0581000000000031,0.0837000000000003,2884.0,0.9858890582309289,False,True
4d223f,9906.0,9906.0,9906.0,274.81,274.81,274.81,0.0,0.0,233.0,1.4410055465550529,False,False
4d2241,11033.76,12192.0,11903.194455445551,203.44,238.75,230.1066336633663,5.461999999999996,3.6259,3206.0,2.3307820182456602,False,False
4d2242,10972.8,10972.8,10972.8,272.47,272.83,272.49722689075645,0.1304999999999978,0.1718999999999999,3592.0,1.2722398861283184,False,False
4d2243,4206.24,4457.7,4272.339069767441,204.5,206.0,205.2325581395349,0.0061000000000035,0.0311000000000003,2739.0,1.1833664753677995,False,False
4d2244,3779.52,12199.62,8739.716666666667,160.59,237.58,205.93366666666665,3.2768999999999977,7.821400000000001,2433.0,1.650072320700855,False,False
4d2245,2994.66,3291.84,3065.2720000000013,140.12,142.45,141.52066666666664,0.0240999999999971,0.0448999999999999,374.0,1.5214841239273567,False,True
4d2247,11026.14,11277.6,11246.08090909091,251.4,251.98,251.7654545454545,0.0574000000000012,0.1075999999999997,2884.0,0.8677660055448634,False,True
4d2248,10972.8,10972.8,10972.8,195.06,195.64,195.2967226890757,0.1513999999999953,0.0336,3592.0,1.185299981366194,False,True
4d224c,7010.4,11277.6,7754.679069767443,163.92,204.71,171.14627906976742,5.343600000000002,6.569999999999999,3254.0,2.272926606354689,False,False
4d2250,7589.52,7955.28,7787.986363636365,190.98,196.94,194.73454545454544,0.0637000000000043,0.0899,2884.0,0.6317351365408761,False,True
4d2251,11582.4,11582.4,11582.399999999998,196.65,197.21,197.0672,0.1415999999999968,0.014800000000001,3592.0,1.185299981366194,False,False
4d2256,11277.6,11277.6,11277.600000000002,200.99,201.5,201.0684615384615,0.005200000000002,0.032,286.0,1.3995663703181294,False,True
4d2258,10972.8,11277.6,11236.036363636364,181.11,271.99,267.83727272727265,1.8922000000000023,2.0252000000000003,2884.0,1.1977004199378178,False,True
4d225b,10668.0,10668.0,10668.0,207.51,208.77,208.36919354838705,0.2579999999999955,0.0919999999999987,3592.0,1.185299981366194,False,True
4d225d,11277.6,11277.6,11277.6,235.72,235.72,235.72,5.101000000000006,5.764399999999999,2423.0,2.1543816492199754,False,False
4d2261,3048.0,3329.94,3213.908181818182,129.66,131.54,130.90954545454542,0.0082000000000022,0.0711999999999997,2884.0,1.7442708780782556,False,True
4d2268,10972.8,10972.8,10972.8,195.07,195.97,195.27769230769232,5.816299999999998,1.2756000000000007,986.0,2.5039084746052236,False,False
4d2269,4084.32,4084.32,4084.32,133.72,133.72,133.72,0.0,0.0,233.0,1.6986069590346453,False,False
4d226a,4015.74,10668.0,4835.562352941176,150.1,198.03,155.78941176470587,0.4855000000000018,8.890699999999999,2884.0,1.9198696936277153,False,True
4d226f,11277.6,11277.6,11277.600000000002,196.03,196.13,196.05916666666664,0.0053999999999945,0.0357000000000002,2144.0,0.9037946462231403,False,False
4d2270,640.08,640.08,640.08,39.1,82.48,73.804,0.0,0.0,74.0,3.0950391432824826,True,False
4d2272,11277.6,11277.6,11277.600000000002,227.54,228.06,227.57466666666667,0.0058999999999969,0.0007999999999981,338.0,1.3589090653309592,False,False
4d2273,11277.6,11285.22,11280.119008264464,192.27,195.27,192.95595041322315,0.255900000000004,0.0829000000000004,3592.0,1.185299981366194,False,False
4d2278,10668.0,11277.6,10694.504347826089,238.12,252.26,239.64217391304345,3.308099999999996,10.482,2867.0,2.321374004427784,False,True
4d227e,11277.6,11277.6,11277.6,227.89,228.26,227.975,0.0045999999999963,0.0035000000000002,368.0,1.335452927838361,False,False
4d2286,11277.6,11277.6,11277.6,245.72,245.72,245.72,0.0020999999999986,0.0014,1155.0,0.9037946462231403,False,False
4d2289,10972.8,10972.8,10972.799999999996,243.57,254.15,244.65,5.647000000000006,4.6162,2762.0,2.4211810993253122,False,True
4d228a,10355.58,10370.82,10361.9808,244.0,245.0,244.8216,0.0736000000000061,0.1614999999999984,2867.0,0.7296371402536604,False,True
4d2290,11277.6,11277.6,11277.6,249.46,250.99,250.48983050847457,0.2122000000000028,0.0363999999999995,2116.0,0.9037946462231403,False,False
4d229d,10972.8,11582.4,11458.055454545452,228.49,256.39,229.82590909090905,7.9602,9.5567,2884.0,3.5515116633979584,True,True
4d22a3,10972.8,10972.8,10972.799999999996,213.32,213.75,213.37733333333335,0.0906999999999982,0.1849999999999987,1217.0,0.8217002342153512,False,False
4d22ad,10111.74,11277.6,10744.200000000004,220.19,238.75,230.11045454545456,4.1402,7.540699999999999,2884.0,1.6848928000236205,False,True
4d22ae,5730.24,7086.6,6509.971153846154,197.56,210.93,207.73096153846157,0.270700000000005,0.0038999999999997,3592.0,1.185299981366194,False,False
4d22b3,11277.6,11277.6,11277.600000000002,244.14,244.14,244.13999999999996,0.0,0.0,109.0,1.5379575815244588,False,False
4d22b4,762.0,1066.8,997.2039999999996,87.2,98.94,96.59200000000004,0.0464000000000055,0.0375000000000014,1182.0,2.4271349885469204,False,True
4d22b5,9044.94,9395.46,9140.536363636364,200.39,203.15,202.7213636363637,0.9487999999999984,2.472800000000003,2884.0,0.6317351365408761,False,True
4d22b6,967.74,990.6,976.5323076923077,116.92,117.64,117.19846153846156,0.0031999999999996,0.0034999999999998,1278.0,2.1888797439599474,False,False
4d22b7,11277.6,11277.6,11277.599999999997,220.23,220.47,220.41162162162155,0.0116999999999976,0.0079000000000002,1331.0,0.9037946462231403,False,False
4d22b8,6400.8,6400.8,6400.799999999999,183.95,184.59,184.1646296296296,0.0030000000000001,0.014,1587.0,0.6330456921775599,False,False
4d22b9,8511.54,8511.54,8511.54,249.8,249.8,249.8,0.0,0.0,0.0,1.6231815477475657,False,False
4d22ba,640.08,640.08,640.08,75.69,75.69,75.69,0.0,0.0,0.0,2.9141469691725788,False,False
4d22bc,10965.18,10972.8,10972.495199999998,5.87,247.46,149.874,0.5508999999999986,1.0899,2867.0,3.715312412691492,True,True
4d22be,10660.38,10668.0,10661.419090909092,251.95,254.22,252.4618181818182,0.0842999999999989,0.0969999999999977,2884.0,0.8780323401273173,False,True
4d22c4,8656.32,10668.0,8988.2472,200.23,256.09,210.0688,8.0396,9.3403,2867.0,3.59030997170998,True,True
4d22c6,7414.26,9532.62,9232.669090909088,194.91,200.1,198.6640909090909,5.5693000000000055,11.3659,2884.0,2.5443927063169194,False,True
4d22d5,8100.06,8100.06,8100.059999999999,186.79,186.79,186.79,0.0,0.0,109.0,1.5379575815244588,False,False
4d2314,1638.3,2872.74,2003.823720930232,135.93,153.15,143.70488372093024,0.1221999999999994,0.0262999999999999,3592.0,1.7759312120097144,False,False
4d2316,11887.2,11887.2,11887.199999999995,226.39,227.77,227.34680000000003,0.0397000000000034,0.0261,2193.0,1.0679834702387179,False,True
4d231c,3352.8,10660.38,6342.264545454545,155.2,155.71,155.24636363636358,15.2894,6.203300000000002,2884.0,7.132878933932827,True,True
4d2347,11277.6,11277.6,11277.600000000002,211.39,211.73,211.6179120879121,0.0715000000000003,0.1089000000000002,3169.0,0.9037946462231403,False,False
4d2357,1440.18,9159.24,3261.706363636363,112.4,217.87,130.24500000000003,1.994100000000003,5.1712,2884.0,1.7458025013282414,False,True
4d2368,9837.42,9837.42,9837.42,213.75,213.75,213.75,0.0,0.0,233.0,1.4410055465550529,False,False
4d2390,7025.64,7162.8,7085.647500000001,218.7,219.75,219.2125,0.0120999999999966,0.0152000000000001,1808.0,0.39884513393876075,False,False
4d2393,10980.42,10980.42,10980.420000000004,237.87,237.87,237.87,0.0813999999999985,0.0591000000000008,2884.0,0.8237525945155462,False,True
4d239a,10355.58,10355.58,10355.579999999998,227.69,228.18,227.97000000000003,0.0960999999999998,0.0977999999999994,2867.0,0.6554590498995791,False,True
4d239c,10972.8,10980.42,10973.492727272724,231.96,233.07,232.93,0.0726999999999975,0.0793999999999996,2884.0,0.8217002342153512,False,True
4d23a0,2461.26,2689.86,2594.273823529412,145.2,145.2,145.20000000000005,0.0398000000000031,0.0305000000000035,2974.0,1.696067746386213,False,False
4d23a1,10256.52,10370.82,10351.476923076929,229.72,229.88,229.7692307692307,0.0143000000000022,0.0484000000000008,286.0,1.3995663703181294,False,True
4d23a4,10660.38,10668.0,10660.67534883721,253.07,254.35,253.83418604651163,0.1495000000000033,0.2446999999999981,3592.0,1.185299981366194,False,False
4d23b8,10683.24,10683.24,10683.24,168.67,168.67,168.67,0.0,0.0,282.0,1.4026938553171426,False,False
4d23e9,11582.4,11582.4,11582.399999999996,240.43,240.64,240.49711340206176,0.0133000000000009,0.0471000000000003,2868.0,0.9858890582309289,False,False
4d23f0,10058.4,10058.4,10058.4,206.53,206.53,206.53,0.0,0.0,56.0,1.5793967577613826,False,False
4d23fa,10972.8,10972.8,10972.800000000005,281.26,281.63,281.35736842105274,0.0299000000000049,0.0423,2831.0,1.4530937905546797,False,False
4d23fc,11277.6,11277.6,11277.600000000004,216.89,217.88,217.34302083333333,0.0457999999999998,0.0890999999999999,3151.0,0.9037946462231403,False,False
4d23fd,7665.72,8100.06,7894.503614457832,200.28,200.4,200.36819277108435,0.0591000000000008,0.0242,3254.0,0.9210274989495875,False,True
5001d3,701.04,906.78,817.0718181818182,83.37,86.19,85.14136363636364,0.0200000000000031,0.0396,2884.0,2.694206074696475,False,False
501023,7528.56,7528.56,7528.559999999999,219.93,219.93,219.93,0.0,0.0,268.0,1.4136400528136883,False,False
501c0b,1143.0,1158.24,1145.8574999999998,93.61,94.25,94.02964285714286,0.0066000000000059,0.0109000000000001,2459.0,2.5253752547462467,False,False
501c15,10363.2,10370.82,10366.8576,191.9,219.16,202.8876,5.7348,7.32,2867.0,2.4640840145620286,False,True
501c2f,10660.38,10690.86,10679.8872,249.43,253.95,252.608,0.1098999999999961,0.1910000000000025,2867.0,0.8662594255549313,False,True
501d1d,11277.6,11277.6,11277.600000000002,218.02,218.02,218.02000000000004,0.0,0.0,163.0,1.4957365340377822,False,False
502d33,8450.58,10020.3,9483.447187500002,236.78,243.6,240.91734375,0.2379999999999995,0.1871,3592.0,1.185299981366194,False,True
502d68,10355.58,10363.2,10360.353975903614,212.99,212.99,212.99000000000007,0.0724000000000018,0.1265,3218.0,0.8928801339584695,False,False
502d8d,3276.6,4145.28,3789.5784,157.5,182.69,177.31839999999997,0.0206999999999979,0.1700999999999999,2867.0,1.2739731655046742,False,True
503cbe,10668.0,10668.0,10668.0,234.07,237.37,235.6721238938053,0.1332999999999984,0.3451000000000022,3592.0,1.185299981366194,False,True
503cfd,10675.62,10683.24,10681.716,271.52,272.86,271.90840000000003,0.1148000000000024,0.1143999999999998,2867.0,1.2602207054120287,False,True
503d3e,449.58,457.2,456.1839999999999,74.66,75.1,75.04133333333333,0.0008999999999943,0.0005999999999986,351.0,2.92650555276695,False,False
503d61,2567.94,2575.56,2568.7866666666664,146.64,146.91,146.66999999999996,0.000399999999999,0.0006999999999948,2423.0,1.7292165354606799,False,False
503d72,10363.2,11277.6,10700.824615384616,227.21,243.48,237.39553846153848,6.630800000000001,3.6814,3306.0,2.9019087531964285,False,True
503e36,6134.1,6385.56,6255.805352112673,222.59,225.35,223.9185915492958,0.0355999999999951,0.0190000000000001,2586.0,0.6242568996451323,False,True
503e61,1851.66,2034.54,1907.8073684210528,134.27,137.68,136.0011842105263,0.0088000000000008,0.0471000000000003,2658.0,1.8861208037464874,False,False
503e67,9144.0,9144.0,9144.0,220.11,220.11,220.11000000000007,0.006699999999995,0.0099000000000017,1155.0,0.7201202542825345,False,False
503e69,7162.8,7383.78,7273.036,225.74,228.02,227.024,0.0328999999999979,0.0789999999999997,2430.0,0.3887948321161791,False,True
503e6b,899.16,10378.44,9240.6216,123.54,213.9,203.2128,1.4002999999999943,8.659400000000002,2867.0,1.8915200826420666,False,True
503e82,3855.72,9448.8,6308.422153846154,189.89,242.46,214.6943076923077,5.691700000000004,7.502700000000001,3254.0,2.4430234718888806,False,True
504e61,4145.28,4145.28,4145.28,185.82,185.82,185.82,0.0,0.0,17.0,1.6098897365017601,False,False
504e65,11209.02,11407.14,11303.57727272727,212.3,212.89,212.7095454545455,0.0133000000000009,0.1345000000000009,2884.0,0.8853234035213878,False,True
504e72,10965.18,10965.18,10965.18,225.49,225.49,225.49,0.0,0.0,282.0,1.4026938553171426,False,False
504e77,8534.4,8534.4,8534.4,193.16,193.23,193.1869230769231,0.0011000000000009,0.0107999999999996,2122.0,0.4520657561515092,False,False
505cb8,10972.8,10972.8,10972.8,7.46,206.63,193.0222727272728,0.0352000000000032,0.0449999999999999,3237.0,3.6856333727167607,True,False
505cd8,10972.8,10972.8,10972.8,262.91,263.57,263.22276923076925,0.2775999999999996,0.1463000000000001,3592.0,1.185299981366194,False,False
505ce6,7795.26,7848.6,7811.77,214.15,214.66,214.235,0.0013999999999967,0.0133,388.0,1.3198155028432954,False,False
505ceb,8945.88,9784.08,9542.19223140496,186.38,198.13,194.1385950413224,0.0623000000000004,0.2542000000000002,3592.0,1.185299981366194,False,False
505d58,7185.66,7208.52,7187.946000000001,199.35,199.98,199.41299999999995,0.0007000000000019,0.0041999999999999,577.0,1.1720418366399268,False,False
505d78,10972.8,10972.8,10972.799999999996,241.87,242.89,242.4000000000001,0.0979000000000027,0.0136000000000002,2884.0,0.8217002342153512,False,True
505d98,10668.0,10668.0,10668.0,282.8,283.24,283.1696,0.1296000000000035,0.1166,2867.0,1.490085203802048,False,True
507c89,11277.6,11277.6,11277.600000000002,216.05,216.77,216.46783132530123,0.0327999999999999,0.0625,2326.0,0.9037946462231403,False,True
507c91,9151.62,9151.62,9151.62,239.77,239.77,239.77,0.0,0.0,17.0,1.6098897365017601,False,False
5082f0,10668.0,10668.0,10668.0,253.91,256.86,256.28618181818183,0.0758000000000009,0.1241999999999983,2116.0,0.9413387615602998,False,False
50840a,10668.0,10668.0,10668.0,247.1,247.57,247.11999999999992,0.0182000000000002,0.0132000000000012,1183.0,0.7875019351729481,False,False
5084d1,10668.0,10668.0,10668.0,253.69,254.46,254.199603960396,0.1456000000000017,0.2515,3592.0,1.185299981366194,False,False
5084d2,10668.0,10668.0,10668.0,241.59,242.96,241.94448818897632,0.1564000000000049,0.2962999999999987,3592.0,1.185299981366194,False,False
510043,1074.42,1287.78,1177.1085714285714,129.18,139.25,136.54285714285714,0.0351999999999961,0.0776000000000003,2884.0,2.102692892366335,False,True
511172,10675.62,10675.62,10675.62,218.09,218.09,218.09,0.0,0.0,209.0,1.4597704565491316,False,False
516097,10058.4,10058.4,10058.4,264.43,264.8,264.6061333333334,0.0024000000000015,0.0793999999999996,3306.0,1.111166264993291,False,False
600805,8130.54,8130.54,8130.54,205.83,205.83,205.83,0.0,0.0,17.0,1.6098897365017601,False,False
60084e,9448.8,9448.8,9448.8,254.4,254.4,254.40000000000003,0.0080000000000026,0.0287000000000006,268.0,1.4136400528136883,False,True
60182b,1760.22,1760.22,1760.2199999999998,126.79,126.79,126.79,0.0,0.0,109.0,1.9656778975252067,False,False
680002,6256.02,6484.62,6391.02652173913,198.4,200.78,199.4525,0.0164000000000008,0.0467000000000012,2919.0,0.6591006302822406,False,False
700002,5852.16,5852.16,5852.160000000002,184.69,184.69,184.69000000000003,0.0,0.0,233.0,1.4410055465550529,False,False
7020ab,10660.38,10690.86,10672.553414634149,222.71,223.22,223.20134146341456,0.0051000000000023,0.0849000000000046,2974.0,0.7375534619073677,False,False
7020b4,10972.8,10972.8,10972.8,250.39,250.39,250.38999999999996,0.0,0.0,109.0,1.5379575815244588,False,False
706056,7178.04,7254.24,7228.374929577463,235.66,236.17,235.99042253521125,0.021499999999996,0.0037999999999982,2262.0,0.5739621758578994,False,False
70605a,10363.2,10363.2,10363.199999999995,269.97,270.41,270.2099999999999,0.0507000000000026,0.0339000000000027,3061.0,1.2255528312897652,False,True
70605c,10972.8,10972.8,10972.8,261.0,261.0,261.0,0.0,0.0,233.0,1.4410055465550529,False,False
70605e,10668.0,10668.0,10668.0,279.33,279.77,279.38176470588235,0.0715000000000003,0.1566000000000045,2884.0,1.4127676124382176,False,True
70606f,10660.38,10660.38,10660.38,235.08,235.08,235.08,0.0059999999999966,0.0082000000000022,268.0,1.4136400528136883,False,False
706136,6804.66,6888.48,6831.207096774195,228.64,229.65,229.14516129032248,0.0089000000000005,0.0548000000000001,812.0,0.9883020929479074,False,True
706212,11277.6,11277.6,11277.600000000002,227.43,228.15,227.5727380952381,0.0398999999999993,0.0271999999999934,2263.0,0.9037946462231403,False,False
706214,2766.06,2872.74,2803.039411764706,164.62,164.66,164.635,0.0,0.0135000000000076,585.0,1.643029683867067,False,False
70aa6f,10363.2,10363.2,10363.2,249.29,249.29,249.29,0.0,0.0,163.0,1.4957365340377822,False,False
70aa79,10972.8,10972.8,10972.8,248.1,248.3,248.12083333333337,0.0068999999999981,0.0461000000000026,2793.0,0.8217002342153512,False,True
70c0de,12192.0,12192.0,12192.0,245.69,246.02,246.01,0.0380000000000002,0.049199999999999,3306.0,1.1500778822465063,False,False
70c0e0,10668.0,10668.0,10668.0,230.38,230.38,230.38000000000005,0.0228999999999999,0.0326000000000021,286.0,1.3995663703181294,False,True
70c13c,9441.18,9456.42,9447.388888888889,240.16,240.27,240.1783333333334,0.0255000000000009,0.1256999999999948,2217.0,0.6579594588052525,False,False
70e085,10363.2,10660.38,10577.83,213.88,256.24,239.7738888888889,0.0709000000000017,5.854099999999999,2867.0,1.1536986446894328,False,True
71002b,11879.58,11887.2,11886.184000000005,261.84,262.21,262.16066666666666,0.0345000000000013,0.3050999999999995,1217.0,1.065931109938523,False,False
71002c,10965.18,10972.8,10971.760909090906,231.23,232.32,231.73227272727263,0.0624000000000037,0.1183,2884.0,0.8196478739151568,False,True
710054,10668.0,10668.0,10668.0,263.89,267.11,266.4292,0.0638999999999967,0.1826999999999996,2867.0,1.1483788449017271,False,True
71005f,10668.0,10668.0,10668.0,251.42,251.42,251.42,0.0,0.0,127.0,1.5238838990289,False,False
710070,5692.14,5966.46,5787.043636363636,181.08,190.06,186.8409090909091,0.0330999999999974,0.1057000000000005,2884.0,0.7458024595848426,False,True
71007c,10043.16,10050.78,10046.844395604398,248.43,248.75,248.7359340659341,0.0757000000000047,0.0747999999999997,3151.0,0.8404947602250002,False,False
7100a6,10660.38,10660.38,10660.38,247.37,247.37,247.37,0.0,0.0,17.0,1.6098897365017601,False,False
7100bb,11582.4,11582.4,11582.399999999998,244.34,244.34,244.34000000000003,0.0414999999999992,0.0045000000000001,423.0,1.2924500091019309,False,False
7100bc,11887.2,11887.2,11887.200000000004,251.82,252.14,251.96545454545455,0.0816999999999978,0.0874000000000023,2884.0,1.0679834702387179,False,True
7100c8,10058.4,10668.0,10244.66666666666,263.23,270.0,264.8787301587301,3.796,9.8037,3306.0,2.150230678835069,False,True
710108,10668.0,10668.0,10668.0,271.75,271.75,271.75,0.0,0.0,127.0,1.5238838990289,False,False
710115,7498.08,7498.08,7498.08,214.48,214.48,214.48,0.0,0.0,17.0,1.6098897365017601,False,False
7103d8,236.22,426.72,309.88,73.57,76.66,74.51555555555555,0.0341999999999984,0.0005000000000023,2867.0,2.8938286198733576,False,True
