icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration,z_score_max,zscore_anomaly,turning_anomaly
00834b,1394.46,4328.16,2059.94,105.78,193.16,123.52583333333332,7.905800000000003,9.1961,2762.0,3.5249294471237285,True,False
008feb,5715.0,5715.0,5715.0,189.77,189.77,189.77,0.0,0.0,233.0,1.4410055465550529,False,False
00ae6e,8183.88,8625.84,8390.65909090909,178.78,181.78,179.88181818181818,0.0422999999999973,0.0698999999999969,2884.0,0.6919060648897363,False,True
00b094,2423.16,2613.66,2464.3079999999995,110.01,114.68,111.11266666666668,0.0227000000000003,0.0274,374.0,2.0974331143513134,False,True
0100a3,12496.8,12496.8,12496.8,251.99,251.99,251.99,0.0,0.0,127.0,1.5238838990289,False,False
0100e0,10972.8,10972.8,10972.8,233.48,234.0,233.7948837209302,0.0583000000000026,0.0060999999999999,3169.0,0.8545684427205592,False,False
0100e7,10675.62,10675.62,10675.62,240.76,241.28,240.8590476190477,0.0002999999999993,0.1245999999999938,2706.0,0.7416581825077576,False,True
010145,8145.78,10972.8,8737.715454545456,240.29,251.17,249.60727272727271,2.386700000000001,14.78,2884.0,3.405811588678834,True,True
010154,10058.4,10058.4,10058.4,273.18,273.18,273.18,0.0,0.0,127.0,1.5238838990289,False,False
01015d,10363.2,10363.2,10363.2,262.26,262.26,262.26,0.0,0.0,109.0,1.5379575815244588,False,False
0101b4,10058.4,10058.4,10058.4,245.87,245.87,245.87,0.0,0.0,302.0,1.3870564303220771,False,False
0101b7,11239.5,11239.5,11239.5,0.0,0.0,0.0,0.0,0.0,17.0,4.499606617067464,True,False
0101b9,10668.0,10668.0,10668.0,226.97,227.96,227.8616,0.1171999999999968,0.0449999999999981,2867.0,0.7396058222075627,False,True
0101ba,10972.8,10972.8,10972.799999999996,224.06,224.06,224.06,0.0039000000000015,0.043000000000001,374.0,1.3307617003398413,False,True
0101bb,9448.8,9448.8,9448.8,238.28,238.28,238.28000000000003,0.0,0.0,192.0,1.4730622677949372,False,False
0101bc,11277.6,11277.6,11277.6,247.96,248.79,248.140625,0.0796999999999954,0.0787000000000013,2706.0,0.9037946462231403,False,True
0101cd,10279.38,10340.34,10299.700000000004,223.47,227.71,224.88333333333327,0.0100000000000015,0.0561000000000007,338.0,1.3589090653309592,False,False
0101e0,11269.98,11277.6,11277.282500000005,269.66,270.03,270.0043055555555,0.011499999999998,0.0201999999999999,2122.0,1.2213541801430108,False,False
010237,10058.4,10058.4,10058.4,235.84,235.84,235.84,0.0,0.0,17.0,1.6098897365017601,False,False
01023a,10652.76,10980.42,10961.8272,235.09,236.21,235.9768,5.1235,3.6463,2867.0,2.1653761320539835,False,True
01023f,10363.2,10363.2,10363.2,27.07,28.48,27.58088495575221,0.0165000000000006,0.0187999999999988,3592.0,3.9030431242408508,True,False
010242,9814.56,9883.14,9819.835384615384,247.24,247.65,247.6184615384616,0.0238000000000013,0.0209999999999972,286.0,1.3995663703181294,False,False
