icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration
00834b,1394.46,4328.16,2059.94,105.78,193.16,123.52583333333332,7.905800000000003,9.196100000000001,2762.0
008feb,5715.0,5715.0,5715.0,189.77,189.77,189.77,0.0,0.0,233.0
00ae6e,8183.88,8625.84,8390.65909090909,178.78,181.78,179.88181818181818,0.04229999999999734,0.06989999999999696,2884.0
00b094,2423.16,2613.66,2464.3079999999995,110.01,114.68,111.11266666666667,0.022700000000000387,0.02740000000000009,374.0
0100a3,12496.8,12496.8,12496.8,251.99,251.99,251.99,0.0,0.0,127.0
0100e0,10972.8,10972.8,10972.8,233.48,234.0,233.7948837209302,0.05830000000000268,0.006099999999999994,3169.0
0100e7,10675.62,10675.62,10675.619999999999,240.76,241.28,240.85904761904766,0.0002999999999993008,0.12459999999999383,2706.0
010145,8145.78,10972.8,8737.715454545456,240.29,251.17,249.60727272727271,2.386700000000001,14.780000000000001,2884.0
010154,10058.4,10058.4,10058.4,273.18,273.18,273.18,0.0,0.0,127.0
01015d,10363.2,10363.2,10363.199999999999,262.26,262.26,262.26,0.0,0.0,109.0
0101b4,10058.4,10058.4,10058.4,245.87,245.87,245.87,0.0,0.0,302.0
0101b7,11239.5,11239.5,11239.5,0.0,0.0,0.0,0.0,0.0,17.0
0101b9,10668.0,10668.0,10668.0,226.97,227.96,227.8616,0.11719999999999686,0.04499999999999815,2867.0
0101ba,10972.8,10972.8,10972.799999999997,224.06,224.06,224.05999999999997,0.003900000000001569,0.04300000000000104,374.0
0101bb,9448.8,9448.8,9448.8,238.28,238.28,238.28000000000003,0.0,0.0,192.0
0101bc,11277.6,11277.6,11277.6,247.96,248.79,248.140625,0.07969999999999544,0.07870000000000132,2706.0
0101cd,10279.38,10340.34,10299.700000000003,223.47,227.71,224.88333333333327,0.010000000000001563,0.056100000000000705,338.0
0101e0,11269.98,11277.6,11277.282500000003,269.66,270.03,270.0043055555555,0.011499999999998067,0.020199999999999996,2122.0
010237,10058.4,10058.4,10058.4,235.84,235.84,235.84,0.0,0.0,17.0
01023a,10652.76,10980.42,10961.8272,235.09,236.21,235.9768,5.1235,3.6463,2867.0
01023f,10363.2,10363.2,10363.199999999999,27.07,28.48,27.58088495575221,0.016500000000000625,0.018799999999998818,3592.0
010242,9814.56,9883.14,9819.835384615384,247.24,247.65,247.61846153846156,0.023800000000001376,0.020999999999997243,286.0
010244,7886.7,7993.38,7932.073636363639,242.44,246.68,244.11272727272734,0.01810000000000045,0.10320000000000107,2884.0
010245,10668.0,10683.24,10676.10054054054,252.19,256.09,254.03171171171172,4.570799999999998,7.446200000000001,3236.0
01025a,10355.58,10370.82,10356.631034482756,208.9,221.84,210.10724137931035,0.09040000000000248,0.10810000000000031,3254.0
01025c,10660.38,10675.62,10665.2568,235.44,237.25,236.5376,0.08670000000000044,0.13569999999999993,2867.0
018086,10965.18,10965.18,10965.18,234.29,234.86,234.40874999999997,0.08689999999999998,0.011400000000001853,812.0
0180a3,8503.92,8717.28,8592.935454545455,251.76,253.58,252.33136363636368,0.11560000000000059,0.06360000000000099,2884.0
0180a4,10355.58,10363.2,10361.878163265304,238.85,238.85,238.8499999999999,0.17210000000000036,0.021599999999999397,3592.0
020057,9448.8,9448.8,9448.800000000005,237.82,238.31,238.01600000000008,0.008900000000004127,0.04220000000000024,2831.0
02006e,10363.2,10363.2,10363.200000000003,207.58,207.58,207.57999999999998,0.036000000000001364,0.014900000000000801,374.0
020072,10668.0,10675.62,10670.770909090907,274.12,274.58,274.1827272727273,0.010300000000000864,0.0013999999999994017,1243.0
02007a,10363.2,10363.2,10363.2,265.01,267.19,266.207421875,0.17660000000000053,0.1965,3592.0
0200ca,12192.0,12192.0,12192.0,221.4,221.4,221.4,0.0,0.0,317.0
0200cb,12420.6,12420.6,12420.6,255.0,255.0,255.0,0.0,0.0,233.0
0200ea,11887.2,11887.2,11887.199999999995,252.9,252.9,252.9,0.006700000000002149,0.006099999999999994,2001.0
0200ed,10241.28,10515.6,10362.353333333334,257.27,259.53,257.995,0.09190000000000254,0.08640000000000025,2867.0
0200ef,9144.0,10668.0,9628.90909090909,203.27,235.62,232.26818181818183,0.8643000000000001,1.1602999999999999,2884.0
02010d,11269.98,11277.6,11272.898297872338,206.02,227.17,218.67446808510633,3.6411999999999978,5.4879,3306.0
020111,11277.6,11277.6,11277.6,217.26,217.26,217.26,0.0,0.0,127.0
020112,10668.0,10668.0,10668.0,277.89,279.2,278.70080459770105,0.10780000000000456,0.05180000000000007,3169.0
02012b,11574.78,11582.4,11576.511818181818,258.85,260.31,259.3109090909091,0.08299999999999841,0.09899999999999998,2884.0
02013a,10363.2,10668.0,10643.616000000002,233.45,276.61,271.4308,3.2804,3.9073,2867.0
02013c,11269.98,11277.6,11274.136363636366,277.22,277.38,277.2272727272728,0.03569999999999851,0.13199999999999967,2884.0
02013e,1280.16,1318.26,1292.8600000000001,130.19,130.19,130.19000000000003,0.0011999999999972033,0.005099999999998772,368.0
020140,586.74,10965.18,7372.643076923076,106.73,228.04,186.04807692307685,2.897100000000002,4.7989999999999995,2706.0
020175,11277.6,11285.22,11284.305599999998,261.53,262.86,262.5812,0.534799999999997,9.052200000000001,2867.0
020177,9448.8,11887.2,9838.112727272724,245.24,248.09,246.71090909090907,11.616100000000003,4.0761,2884.0
02019b,266.7,662.94,472.44,74.27,82.12,76.65761363636362,0.07339999999999947,0.025100000000000122,3592.0
02019d,10881.36,10972.8,10948.963076923077,210.75,212.29,211.22837606837606,0.017700000000004934,0.25789999999999935,3592.0
02a181,9387.84,9387.84,9387.839999999998,240.44,240.44,240.44000000000003,0.0,0.0,268.0
02a1a5,11285.22,11292.84,11285.52787878788,231.52,232.48,232.17717171717172,0.06690000000000396,0.05379999999999985,3151.0
02a1a6,10614.66,10972.8,10787.461935483876,202.05,214.14,208.37177419354836,6.3858999999999995,2.7139000000000024,3254.0
02a1b1,4244.34,4907.28,4659.4776,188.72,192.95,191.41599999999994,14.2455,7.3457,2867.0
040030,1379.22,1379.22,1379.22,96.21,96.21,96.21,0.0,0.0,233.0
040046,1470.66,1623.06,1554.2601923076923,133.24,139.94,136.65509615384616,0.052599999999998204,0.0007999999999981355,3342.0
040047,11879.58,11887.2,11887.032527472524,260.14,262.64,261.34703296703293,0.11960000000000548,0.30930000000000035,3218.0
040048,11879.58,11887.2,11885.407058823528,257.34,257.35,257.3435294117647,0.032200000000003115,0.001200000000000756,2378.0
04004b,11879.58,11879.58,11879.579999999998,256.93,270.87,267.65307692307687,6.559800000000003,3.591799999999999,423.0
040066,9753.6,9753.6,9753.599999999999,266.45,266.95,266.6861111111112,0.002200000000001978,0.010300000000000864,1701.0
040087,11574.78,11582.4,11579.710588235293,258.56,258.91,258.8894117647059,0.019999999999999574,0.07509999999999195,2632.0
040123,4838.7,4846.32,4842.396268656717,174.25,175.78,175.3,0.01680000000000348,0.2237999999999971,3592.0
040127,3322.32,3322.32,3322.3200000000006,158.69,158.69,158.69,0.0,0.0,192.0
040131,457.2,457.2,457.19999999999993,84.82,84.82,84.81999999999996,0.0,0.0,233.0
040132,11277.6,11277.6,11277.600000000008,255.47,256.61,255.84067796610168,0.1226999999999947,0.11380000000000123,3592.0
040141,11269.98,11269.98,11269.980000000001,259.77,259.77,259.77,0.02039999999999509,0.011899999999997135,52.0
040173,10317.48,10439.4,10390.0224,283.93,285.05,284.45439999999996,0.10020000000000095,0.1623000000000019,2867.0
040188,10668.0,10668.0,10668.0,269.79,269.79,269.79,0.0007000000000019213,0.0028999999999999027,439.0
040199,11574.78,11582.4,11579.01333333333,265.22,269.45,267.1562962962963,0.02650000000000219,0.08870000000000289,3206.0
040203,8801.1,8961.12,8903.5128,266.66,268.48,267.8007999999999,0.10229999999999961,0.1325999999999965,2867.0
040233,10058.4,10058.4,10058.399999999998,239.84,244.55,241.21714285714282,7.184099999999997,0.9540000000000006,3592.0
04c0fb,1310.64,1318.26,1313.1799999999998,95.96,97.11,96.34333333333335,0.0011999999999998678,0.0006000000000057071,368.0
04c11b,10668.0,10668.0,10668.0,263.38,263.38,263.38000000000005,0.0,0.0,233.0
04c159,7063.74,7406.64,7293.630483870968,188.51,215.19,207.38241935483873,0.11939999999999884,0.1313999999999993,3592.0
060041,7894.32,12192.0,9683.634545454546,243.5,250.34,244.58681818181813,2.209399999999995,5.6163,2884.0
060047,5905.5,5905.5,5905.5,172.25,172.25,172.25,0.0,0.0,127.0
06a064,10972.8,10972.8,10972.799999999996,256.36,258.14,257.4222727272727,0.06799999999999962,0.08159999999999457,2884.0
06a072,9144.0,10058.4,9292.281081081082,242.94,265.42,261.7745945945946,2.2558000000000007,8.847100000000001,2956.0
06a079,10668.0,10668.0,10668.0,242.65,243.74,243.12643678160933,0.04219999999999979,0.043099999999995475,3306.0
06a080,9753.6,9753.6,9753.600000000002,248.75,249.26,248.96371134020623,0.014499999999998181,0.09820000000000562,2850.0
06a081,12496.8,12496.8,12496.800000000001,229.1,237.4,230.04318181818178,0.33100000000000307,7.5952000000000055,3592.0
06a095,5669.28,7200.9,6996.683999999998,218.95,227.9,222.42666666666668,0.1988999999999983,0.15229999999999677,2762.0
06a097,4160.52,4160.52,4160.520000000002,168.56,169.05,168.69066666666666,0.012000000000000455,0.037700000000000955,338.0
06a09b,9144.0,9197.34,9152.015844155843,240.38,241.65,240.61454545454555,0.13079999999999714,0.1711000000000027,3592.0
06a0a5,12184.38,12192.0,12189.561599999999,244.93,245.95,245.7916,0.022700000000000387,0.15990000000000038,2867.0
06a0a9,9913.62,12496.8,12140.499310344825,265.5,265.5,265.5,1.921199999999999,12.491500000000002,2688.0
06a0af,12184.38,12192.0,12187.645714285713,262.98,263.49,263.2714285714286,0.00039999999999906777,0.014400000000009072,283.0
06a0b3,11574.78,11582.4,11578.643661971832,260.54,261.25,260.87309859154936,0.01150000000000162,0.008800000000000807,2105.0
06a0b5,12192.0,12192.0,12192.0,271.24,271.24,271.23999999999995,0.0019999999999988916,0.009500000000002728,634.0
06a0ba,11269.98,11277.6,11275.654468085102,271.91,271.91,271.91,0.008999999999993236,0.05730000000000146,3169.0
06a0dd,1203.96,1226.82,1209.5479999999998,111.08,111.08,111.07999999999998,0.0045000000000001705,0.0011999999999989797,1225.0
06a0df,11277.6,11277.6,11277.6,248.13,248.13,248.13,0.0,0.0,17.0
06a0e4,11887.2,11887.2,11887.199999999993,288.74,288.74,288.73999999999995,0.001100000000000989,0.011900000000000688,2018.0
06a0e9,10264.14,10264.14,10264.14,269.19,269.19,269.19,0.0,0.0,233.0
06a0f4,12192.0,12192.0,12192.0,262.0,262.48,262.128,0.013600000000000279,0.04370000000000118,338.0
06a0f5,11582.4,11582.4,11582.399999999998,261.78,262.23,262.01181818181817,0.025100000000000122,0.04609999999999559,2158.0
06a0f8,9563.1,9563.1,9563.100000000002,267.99,267.99,267.98999999999995,0.0008999999999979025,0.00549999999999784,1202.0
06a0fb,11582.4,11582.4,11582.399999999998,233.48,233.48,233.48,0.03130000000000166,0.10150000000000148,374.0
06a102,12496.8,12496.8,12496.799999999997,250.32,250.32,250.32,0.010999999999999233,0.006399999999999295,1383.0
06a107,11887.2,11887.2,11887.200000000004,266.8,266.8,266.80000000000007,0.0014000000000038426,0.012800000000000367,1243.0
06a10d,11887.2,11894.82,11889.278181818181,289.16,289.67,289.3945454545455,0.008200000000002206,0.0669000000000004,1217.0
06a10e,11887.2,11887.2,11887.200000000004,268.4,285.36,284.3559090909091,3.1251999999999995,8.2849,2884.0
06a10f,12192.0,12192.0,12192.0,272.4,273.09,272.8678409090909,0.05480000000000018,0.11550000000001148,3169.0
06a11f,4815.84,5143.5,5020.235294117647,185.37,187.69,186.71882352941176,0.015399999999999636,0.05570000000000164,2884.0
06a121,11582.4,11582.4,11582.4,267.9,268.81,267.97000000000014,0.07380000000000031,0.14230000000000587,3592.0
06a12e,6781.8,6781.8,6781.8,232.22,232.22,232.21999999999994,0.0,0.0,233.0
06a138,10058.4,10058.4,10058.399999999998,254.99,255.43,255.32000000000008,0.03190000000000026,0.05379999999999541,742.0
06a147,11894.82,11894.82,11894.820000000003,280.71,280.71,280.71,0.0018000000000029104,0.006300000000003081,286.0
06a14b,11582.4,11582.4,11582.399999999994,258.41,260.83,259.2480851063829,0.2259999999999991,0.17329999999999757,3592.0
06a19d,4968.24,5417.82,5184.0245454545475,179.3,194.06,182.5663636363637,0.01770000000000138,0.08319999999999794,618.0
06a1c0,10363.2,10363.2,10363.2,270.24,270.24,270.2399999999999,0.0,0.0,268.0
06a1e6,8534.4,8542.02,8541.217894736841,198.89,198.93,198.9257894736842,0.0006000000000021544,0.002300000000005298,1987.0
06a1ec,10355.58,10363.2,10362.237473684207,266.48,268.26,267.58284210526307,0.010899999999999466,0.18179999999999552,3592.0
06a2af,10058.4,10058.4,10058.4,250.2,250.2,250.20000000000002,0.0030000000000001137,0.01440000000000019,2122.0
06a2b2,10363.2,10363.2,10363.2,262.64,262.89,262.7471428571429,0.020500000000000185,0.03880000000000905,476.0
06a2b4,10058.4,10058.4,10058.4,230.33,232.08,231.3264,0.029199999999995896,0.19460000000000033,2867.0
06a2c5,10363.2,10363.2,10363.2,265.02,265.02,265.02,0.0,0.0,286.0
06a2c7,10668.0,10668.0,10668.0,272.93,273.95,273.4863636363636,0.016899999999999693,0.13220000000000098,2884.0
06a2df,9448.8,10972.8,9753.599999999999,232.63,277.99,249.1724,1.3352999999999966,20.4183,2867.0
06a2e1,10363.2,10363.2,10363.2,262.35,262.53,262.40625,0.02400000000000091,0.07189999999999941,2706.0
06a376,11277.6,11277.6,11277.6,238.54,238.54,238.54,0.0,0.0,17.0
06a381,2217.42,2247.9,2220.190909090909,100.8,102.84,100.98545454545454,0.00829999999999842,0.006200000000006867,300.0
06a387,10972.8,10972.8,10972.800000000001,247.0,248.15,247.6430555555556,0.040500000000001535,0.07670000000000243,2482.0
06a388,4145.28,4290.06,4211.611475409836,189.23,191.78,190.34557377049182,0.026199999999999335,0.016199999999997772,1678.0
06e010,10058.4,10058.4,10058.399999999998,226.94,226.94,226.93999999999994,0.00840000000000174,0.005300000000000082,352.0
06e028,10668.0,10668.0,10668.0,224.63,224.63,224.63,0.0,0.0,245.0
090062,11574.78,11582.4,11580.721016949152,207.87,208.27,208.01330508474567,0.09450000000000003,0.13180000000000192,3592.0
0a0019,10668.0,10668.0,10668.0,196.22,196.22,196.22,0.0,0.0,233.0
0a0022,6202.68,6713.22,6619.875,213.77,221.99,218.0254166666667,0.1407999999999987,0.0085,2762.0
0a0024,10652.76,10660.38,10656.570000000002,189.47,189.58,189.48,0.057200000000001694,0.01580000000000048,2884.0
0a008b,655.32,906.78,717.3685714285714,85.04,86.55,85.39857142857144,0.0009000000000014552,0.024800000000000377,2354.0
0a0091,9448.8,9448.8,9448.8,238.25,239.69,239.54599999999994,0.0934999999999988,0.14419999999999988,2867.0
0a009a,10622.28,11163.3,10942.9296,235.24,240.99,237.2572,0.14450000000000074,0.09890000000000043,2867.0
0a009c,10629.9,10690.86,10660.017142857143,224.1,228.38,225.92904761904762,0.05119999999999436,0.00990000000000002,2706.0
0a806f,9144.0,9144.0,9144.0,240.22,240.56,240.2461538461538,0.02459999999999951,0.03260000000000218,2776.0
0aca89,4053.84,4152.9,4103.768059701494,157.94,158.97,158.56134328358212,0.034900000000000375,0.026399999999995316,1343.0
0aca8e,5745.48,6423.66,5877.966399999999,198.68,203.41,201.7748,0.17109999999999914,0.05750000000000455,3592.0
0acaa7,10668.0,10668.0,10668.0,226.32,227.43,226.8866292134831,0.11200000000000188,0.04090000000000771,3206.0
0acac0,8839.2,8839.2,8839.199999999999,220.45,220.45,220.44999999999996,0.0,0.0,299.0
0acac1,2438.4,2438.4,2438.4,3.34,3.34,3.34,0.0,0.0,322.0
0c206c,4419.6,4922.52,4826.781538461539,184.86,190.87,189.572564102564,0.06680000000000064,0.03309999999999036,3592.0
0c2075,9738.36,9738.36,9738.36,225.1,225.1,225.1,0.0,0.0,17.0
0c2093,11590.02,11590.02,11590.02,220.61,220.61,220.61000000000007,0.0,0.0,233.0
0c20a6,10668.0,10668.0,10668.0,239.3,240.61,239.95589552238806,0.2588000000000008,0.10949999999999704,3592.0
0c20ac,10668.0,10668.0,10668.0,227.78,227.78,227.78,0.0,0.0,127.0
0c20ad,11277.6,11277.6,11277.600000000002,237.24,237.44,237.28800000000007,0.07259999999999955,0.17629999999999768,3592.0
0c20b6,10668.0,10668.0,10668.0,235.58,236.74,236.01704347826086,0.1438000000000006,0.033699999999996066,3592.0
0c20bb,5158.74,5516.88,5292.2424,200.78,205.52,201.938,0.10480000000000089,0.03140000000000498,2867.0
0c20e0,9159.24,9753.6,9565.43008264463,223.4,224.63,223.8212396694215,0.15570000000000306,0.30870000000000175,3592.0
0c216d,10363.2,10363.2,10363.200000000003,231.08,231.08,231.08,0.009900000000001796,0.0027999999999934744,894.0
0c2179,10668.0,10668.0,10668.0,249.85,250.14,250.05881188118803,0.159399999999998,0.25019999999999953,3592.0
0c218d,10058.4,10058.4,10058.399999999998,236.05,237.19,236.52793814432988,0.05689999999999884,0.0858999999999952,3151.0
0c2194,10058.4,10058.4,10058.400000000001,238.81,239.07,238.96249999999998,0.02090000000000014,0.00539999999999452,1124.0
0c4354,10668.0,10668.0,10668.0,243.6,244.63,243.94625,0.007199999999997431,0.09440000000000737,2762.0
0c605c,4998.72,5471.16,5276.503636363636,193.13,197.09,194.9963636363636,0.06179999999999808,0.0677999999999912,2884.0
0c605f,11277.6,11277.6,11277.6,246.99,246.99,246.99,0.0,0.0,226.0
0d0380,2087.88,2697.48,2535.7328,139.01,144.96,144.30226666666664,0.0710000000000015,0.08570000000000277,2730.0
0d04df,8755.38,8755.38,8755.38,243.41,243.41,243.41,0.0,0.0015000000000071623,52.0
0d0648,11582.4,11582.4,11582.399999999994,239.57,240.56,240.07830188679247,0.13250000000000028,0.23319999999999652,3592.0
0d06a7,7002.78,7315.2,7189.893333333333,186.6,195.93,192.65488888888888,0.016199999999997772,0.06069999999999709,2782.0
0d06d3,7749.54,7749.54,7749.539999999998,238.59,238.59,238.59000000000003,0.0,0.0,233.0
0d071b,9738.36,9761.22,9744.323478260867,230.38,231.42,231.14869565217393,0.010999999999999233,0.014899999999997249,604.0
0d07a8,8069.58,8656.32,8204.98153846154,227.86,230.86,228.55230769230775,0.08789999999999765,0.18080000000000496,986.0
0d0805,10972.8,11277.6,11057.466666666665,229.87,237.9,235.76500000000001,3.977499999999999,7.906300000000002,2867.0
0d085d,10523.22,10896.6,10757.262857142856,244.82,247.01,245.19999999999996,0.013600000000003831,0.16370000000000007,2884.0
0d0866,11574.78,11574.78,11574.78,231.37,231.37,231.36999999999998,0.002600000000001046,0.004499999999993065,1107.0
0d08e6,11277.6,11277.6,11277.600000000002,235.04,235.47,235.1475,0.04649999999999821,0.06980000000000075,3206.0
0d08ef,11582.4,11582.4,11582.399999999996,224.45,224.71,224.67750000000004,0.04550000000000054,0.02949999999999875,2956.0
0d0947,9677.4,9677.4,9677.399999999998,234.84,234.84,234.84000000000003,0.0,0.0,295.0
0d0963,11277.6,11277.6,11277.6,245.3,245.58,245.405,0.006400000000002848,0.004599999999996385,318.0
0d0984,2682.24,2735.58,2685.8975999999993,149.68,155.36,154.58880000000002,0.07600000000000051,0.032200000000003115,2867.0
0d0997,11292.84,11292.84,11292.84,227.94,228.28,228.11,0.004399999999996851,0.004599999999996385,178.0
0d09ce,11582.4,11582.4,11582.4,224.87,224.87,224.87,0.0,0.0,17.0
0d09e5,3855.72,3886.2,3874.302105263158,169.35,172.42,171.3601754385965,0.00019999999999953388,0.01089999999999991,2018.0
0d09ec,11574.78,11582.4,11579.62909090909,264.04,264.52,264.3818181818182,2.229999999999997,7.739199999999997,2884.0
0d0a04,3192.78,3345.18,3233.121176470588,108.05,124.5,114.97176470588235,0.04560000000000031,0.0006999999999948159,2762.0
0d0a0d,10363.2,10363.2,10363.200000000003,235.09,235.48,235.14849999999996,0.02289999999999992,0.03279999999999461,2776.0
0d0a26,11277.6,11285.22,11280.457499999999,236.13,236.54,236.46708333333333,0.09990000000000165,0.08750000000000568,2762.0
0d0a3a,10972.8,10972.8,10972.799999999996,223.8,223.84,223.82727272727277,0.09140000000000015,0.007099999999994111,2884.0
0d0a92,2453.64,2461.26,2456.6880000000006,84.17,84.43,84.27400000000003,0.0010000000000012221,0.0018000000000029104,1033.0
0d0a9a,11574.78,11582.4,11577.666363636363,260.15,260.27,260.2390909090909,0.004199999999997317,0.01839999999999975,2350.0
0d0ac1,4831.08,4831.08,4831.080000000001,190.71,190.71,190.71,0.0,0.0,91.0
0d0aca,11269.98,11277.6,11276.560909090911,225.51,225.75,225.72818181818184,0.04539999999999722,0.09600000000000364,2884.0
0d0af7,10660.38,10660.38,10660.380000000001,235.33,235.33,235.33,0.0,0.0,302.0
0d0b04,7185.66,7185.66,7185.660000000001,215.92,215.92,215.92,0.0,0.0,192.0
0d0b4b,11574.78,11574.78,11574.78,246.7,246.7,246.70000000000002,0.0,0.0,250.0
0d0b67,8092.44,8092.44,8092.44,222.12,222.12,222.12,0.0,0.0,17.0
0d0ba2,5638.8,5661.66,5653.046086956521,204.5,210.78,207.53652173913045,0.016799999999999926,0.011899999999997135,2722.0
0d0c9e,9144.0,9144.0,9144.0,240.76,241.89,241.53100000000003,0.03579999999999828,0.054299999999997794,742.0
0d0cdd,10980.42,10980.42,10980.42,220.65,220.65,220.65,0.0,0.0,17.0
0d0cec,10965.18,10972.8,10969.912421052635,239.4,241.98,241.10631578947365,1.1062000000000012,8.293199999999999,2886.0
0d0d1c,6202.68,6256.02,6222.076363636364,217.73,218.07,217.94636363636363,0.005200000000002092,0.007099999999994111,371.0
0d0d6f,11582.4,11582.4,11582.4,233.25,233.75,233.55179487179498,0.016500000000000625,0.07860000000000866,2816.0
0d0df1,10965.18,10972.8,10967.084999999997,246.42,246.42,246.42,0.03859999999999886,0.05850000000000932,742.0
0d0ec4,7444.74,7444.74,7444.740000000001,213.51,213.51,213.51,0.0,0.0,192.0
0d0ed6,11879.58,11887.2,11885.468181818183,6.94,255.48,243.81000000000003,0.0397000000000034,0.1156999999999897,2884.0
0d0f07,3901.44,10789.92,9418.929600000001,147.49,257.84,235.79,6.6861,0.522199999999998,2867.0
0d0f13,6659.88,6781.8,6736.080000000004,217.78,219.05,218.50368421052627,0.005500000000001393,0.03740000000000521,2831.0
0d0f5f,7726.68,8061.96,7867.425882352941,216.85,218.96,217.8123529411765,0.014800000000001035,0.095799999999997,2884.0
0d0fba,10363.2,10370.82,10365.74,238.14,239.29,238.38666666666663,0.04180000000000206,0.07770000000000721,374.0
0d0fed,5433.06,5570.22,5447.127692307691,195.04,195.04,195.04,0.0069000000000016826,0.01829999999999643,286.0
0d0ff3,11277.6,11277.6,11277.6,237.72,237.72,237.72,0.0,0.0,17.0
0d0ffd,3413.76,3909.06,3733.527857142857,178.04,180.07,179.2394642857143,0.009299999999999642,0.06390000000000384,2134.0
151d88,10058.4,10058.4,10058.4,27.01,27.01,27.01,0.0,0.0,245.0
151d8d,10972.8,10972.8,10972.8,210.35,210.35,210.35,0.0,0.0,163.0
151da2,10058.4,10058.4,10058.400000000001,228.23,228.6,228.36472727272732,0.01120000000000232,0.05320000000000391,1254.0
151de6,10363.2,10363.2,10363.199999999999,234.2,234.7,234.34383561643838,0.05919999999999703,0.021100000000000563,2430.0
151df0,11269.98,11277.6,11273.154999999999,234.86,235.42,235.33416666666665,0.10110000000000241,0.11379999999999768,2762.0
151dfb,9753.6,9753.6,9753.600000000002,244.39,244.39,244.38999999999996,0.0,0.0,180.0
151e2c,10660.38,10660.38,10660.38,245.24,245.24,245.24,0.0,0.0,127.0
151e2e,9090.66,9357.36,9196.614285714284,236.48,239.54,238.76285714285711,0.010600000000003718,0.14880000000000848,2706.0
151e38,10972.8,10972.8,10972.800000000001,267.93,268.5,268.220303030303,0.11739999999999995,0.005099999999998772,3206.0
151e8f,7147.56,7757.16,7405.65038961039,225.67,229.72,227.03038961038956,0.06700000000000017,0.23910000000000053,3592.0
151ede,10058.4,10066.02,10065.067500000001,241.64,241.74,241.674375,0.006700000000002149,0.20770000000000266,2867.0
151fc1,11277.6,11277.6,11277.599999999997,241.43,241.43,241.43000000000006,0.004699999999999704,0.025000000000005684,2721.0
151fc5,2346.96,2567.94,2473.7290909090907,113.44,114.95,113.98045454545453,0.041499999999999204,0.015000000000000568,2884.0
151fd3,10668.0,10668.0,10668.0,247.75,248.43,247.95812500000002,0.005899999999996908,0.1221000000000032,2746.0
151fe7,10668.0,10668.0,10668.0,231.02,231.48,231.20636363636356,0.040500000000001535,0.1659000000000006,2884.0
151fe9,10050.78,10058.4,10056.695526315789,239.96,240.96,240.57065789473677,0.05460000000000065,0.2700000000000031,2325.0
152034,807.72,1005.84,924.7094117647058,27.4,30.14,28.068235294117645,0.004399999999996851,0.023299999999998988,2884.0
152043,10058.4,10058.4,10058.399999999998,255.22,255.69,255.42538461538464,0.015500000000002956,0.04650000000000176,286.0
152052,1432.56,1432.56,1432.56,96.8,96.8,96.8,0.0,0.0,0.0
152065,11582.4,11590.02,11584.304999999998,225.28,225.78,225.5925,0.03629999999999711,0.25779999999999603,2762.0
300554,8321.04,8321.04,8321.040000000003,244.56,244.56,244.55999999999997,0.0,0.0,233.0
34134d,3550.92,10363.2,4857.0776470588235,162.74,250.54,191.26823529411763,3.7171999999999983,4.8422,2884.0
341646,9745.98,9745.98,9745.980000000001,276.87,276.87,276.87,0.003700000000002035,0.006199999999999761,296.0
342059,6248.4,10066.02,8862.06,209.42,254.45,249.945,18.9576,10.247599999999998,2884.0
342090,1584.96,1859.28,1753.5525,128.27,130.25,129.1325,0.02289999999999992,0.05690000000000017,3151.0
342105,800.1,1036.32,922.7736263736266,75.53,91.37,82.89087912087913,0.03249999999999886,0.03279999999999994,3206.0
342107,8534.4,8534.4,8534.4,241.69,241.69,241.69,0.0,0.0,0.0
342189,10668.0,10675.62,10674.234545454545,249.7,251.03,250.82818181818175,0.07230000000000558,0.05800000000000005,618.0
342211,8077.2,8564.88,8243.2525,223.46,229.48,225.62166666666667,0.09270000000000067,0.03720000000000212,2762.0
342396,11056.62,11125.2,11095.126400000001,236.18,236.62,236.3250666666667,0.03260000000000218,0.02619999999999978,3254.0
342398,2727.96,2727.96,2727.96,143.5,143.5,143.5,0.0,0.0,163.0
3423c4,4770.12,8359.14,7530.291818181819,192.39,230.92,224.5727272727273,2.751899999999999,12.7507,2884.0
3424d2,10980.42,11300.46,11132.210399999998,223.35,229.78,226.9588,2.4206000000000003,1.8793,2867.0
3424d4,617.22,10972.8,1658.042727272727,87.41,201.4,100.3459090909091,5.625399999999999,1.2153999999999998,2884.0
3430cd,9525.0,9525.0,9525.0,220.92,220.92,220.92,0.0,0.0,17.0
34310d,1234.44,1242.06,1240.6085714285716,110.89,114.94,113.06428571428572,0.0251000000000019,0.0064000000000010715,2706.0
343194,10355.58,10355.58,10355.58,234.7,234.7,234.69999999999996,0.0,0.0,192.0
34324e,2362.2,2415.54,2407.92,131.64,138.41,136.138,0.07150000000000034,0.06890000000000018,2867.0
344156,11582.4,11582.4,11582.4,210.54,210.54,210.54,0.0,0.0,17.0
344197,2278.38,2286.0,2283.177777777778,140.83,140.83,140.82999999999998,0.0008999999999943498,0.0019000000000000128,1156.0
344213,10660.38,10668.0,10667.153333333334,226.33,227.3,226.55055555555555,0.07739999999999725,0.14270000000000005,2867.0
344217,2484.12,3505.2,2780.2199999999984,145.47,154.96,150.24291338582685,0.07220000000000226,0.1034000000000006,3592.0
344304,10812.78,10835.64,10828.020000000002,249.6,249.76,249.7066666666667,0.0008999999999979025,0.012199999999999989,1107.0
