icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration,PCA1,PCA2,kmeans_cluster
400a26,10972.8,11582.4,11432.222500000002,229.66,268.12,245.23333333333332,9.417099999999998,20.8244,2762.0,-2.3541327890511954,6.025194901429887,0
400a7c,11269.98,11277.6,11273.62434782609,205.37,205.8,205.6143478260869,0.0713000000000008,0.0789999999999997,2830.0,-0.9434585991726673,-0.25601624823104696,2
400afb,10363.2,10378.44,10370.2104,204.38,208.45,205.468,0.1429999999999935,0.0509000000000003,2867.0,-0.648434247757708,-0.20658029370321074,2
400afd,10393.68,10584.18,10506.24818181818,230.22,234.44,232.4318181818182,0.0644999999999953,0.0470999999999994,2884.0,-1.332704733204245,-0.26678210100953814,2
400b83,10523.22,10797.54,10625.023199999998,252.58,256.0,253.0528,0.1039000000000029,0.1184000000000002,2867.0,-1.9103538769439523,-0.28407154498602877,2
400cd8,11277.6,11277.6,11277.600000000002,277.63,278.26,277.6666666666667,0.0966999999999984,0.0381,2865.0,-2.708597048467732,-0.36344378893345863,2
400ceb,10980.42,10988.04,10981.798085106386,245.84,246.13,246.07755319148944,0.0249999999999985,0.1351000000000013,3169.0,-1.8429195895107386,-0.2283303874462185,2
400dae,4328.16,4396.74,4378.6425,198.77,199.22,199.1075,0.0075000000000002,0.0073999999999996,859.0,1.6790299491064755,-0.7165164142062238,1
400db2,5638.8,5715.0,5671.331538461538,190.99,191.73,191.28230769230765,0.0028999999999967,0.0224999999999999,1788.0,1.3781569316430924,-0.4621478802916856,1
400e4a,586.74,845.82,740.3960439560442,85.24,89.66,87.93087912087911,0.0279999999999986,0.0581999999999998,3151.0,5.555408390317219,0.19853645942609838,1
400fe0,1249.68,1264.92,1256.7708333333337,105.38,109.88,106.635,0.0017999999999958,0.0095999999999999,2122.0,4.936016415609164,-0.155355392062079,1
4010db,10363.2,10668.0,10498.2264,211.73,248.54,228.45119999999997,0.4687999999999945,10.0655,2867.0,-1.3936915367160452,1.5301262121662056,0
4010dd,10965.18,10980.42,10972.799999999996,235.4,236.11,235.70666666666665,0.0381999999999962,0.0977000000000005,2706.0,-1.5697811797930097,-0.3422624453394281,2
4010e9,5646.42,5646.42,5646.42,157.39,157.39,157.38999999999996,0.0,0.0,2197.0,2.2003019285230248,-0.2991422401831555,1
4010ea,10965.18,10972.8,10971.311034482764,252.08,252.6,252.2393103448275,0.0807999999999964,0.0002999999999993,3306.0,-1.9967730605122915,-0.20346474251444216,2
4010eb,228.6,11597.64,8146.324285714284,67.3,226.9,178.23785714285714,3.554299999999998,4.2897,1561.0,1.6165091299457044,1.95968522112735,0
4010ec,9364.98,11582.4,9763.9632,214.32,222.92,221.16920000000005,6.5715,12.4705,2867.0,-1.158358694304665,3.876889299630633,0
4010ee,3375.66,3535.68,3453.2454545454543,143.66,157.16,151.55181818181816,0.0386000000000024,0.0747,2884.0,3.0786773730627965,-0.005846073225296316,1
40123f,1988.82,2080.26,2029.7394000000008,126.24,136.72,132.15209999999996,0.0142999999999986,0.0623999999999999,2604.0,4.048553872315484,-0.04720940164725305,1
401240,7962.9,8069.58,8050.823076923077,226.99,227.36,227.30307692307693,0.0274999999999963,0.0435,2776.0,-0.3491894534249016,-0.2703549989562414,2
405455,10347.96,10401.3,10370.82,206.4,210.84,206.98318181818183,0.0463000000000022,0.1374000000000004,2884.0,-0.6978243888713712,-0.21981037206468235,2
405631,1089.66,1211.58,1154.8533333333337,0.0,119.31,101.20222222222222,0.0379000000000004,0.0326000000000004,2884.0,5.683214863866163,0.3356997312282837,1
405636,6598.92,6918.96,6730.411463414635,199.59,206.63,203.1560975609756,0.0382999999999995,0.0530999999999999,2800.0,0.6734040314955749,-0.17923528627490498,2
405637,2263.14,2263.14,2263.14,143.31,143.31,143.30999999999997,0.0,0.0,233.0,3.7901564102339638,-0.7730788070652962,1
405638,11582.4,11590.02,11588.387142857142,239.02,239.28,239.2242857142858,0.1870000000000047,0.1176000000000003,1165.0,-1.804677857701499,-0.7421189767319067,2
405a46,1882.14,2133.6,2100.071999999999,130.15,135.71,134.24133333333336,0.0013999999999967,0.2026,1217.0,4.062781659004009,-0.4256868373728606,1
405a4a,1562.1,1615.44,1590.1358490566035,125.61,132.26,127.35896226415096,0.0308999999999954,0.0545000000000008,3342.0,4.254816539574494,0.16916395821759045,1
405b64,7246.62,7246.62,7246.62,200.33,200.33,200.33,0.0,0.0,17.0,0.6900590341151419,-1.0089255639429962,2
405b6a,3177.54,3939.54,3670.87546875,144.22,151.29,149.56773437500004,0.0825999999999993,0.1051999999999999,3592.0,3.059709687498019,0.22105854780255824,1
405bfc,11277.6,11277.6,11277.6,243.27,243.27,243.27000000000004,0.1565000000000012,0.1184000000000011,3151.0,-1.8781632479246182,-0.19552964876294604,2
405bfe,10058.4,10058.4,10058.399999999998,273.68,274.79,274.2988571428571,0.0827000000000026,0.1291999999999991,2604.0,-2.191029629495557,-0.4000312847053521,2
405d11,2941.32,5539.74,4801.688571428572,146.71,174.45,166.59857142857143,2.2620000000000005,4.6936,2884.0,2.353431110314436,1.5045587925802606,1
405f11,4373.88,4549.14,4428.368219178083,181.66,183.1,182.2813698630137,0.0234999999999985,0.0490000000000003,2210.0,2.0010383452355223,-0.29348973536202544,1
405f12,1874.52,1935.48,1893.388571428572,130.05,131.11,130.42698412698414,0.0009000000000014,0.0172999999999999,2001.0,4.153710365751105,-0.24201234525918067,1
405f13,10972.8,10972.8,10972.8,200.07,200.07,200.07,0.0180000000000006,0.0143999999999999,2459.0,-0.6881217943700036,-0.3745780174483291,2
406014,3322.32,3657.6,3555.5766666666664,155.99,171.61,168.4738888888889,0.0399999999999991,0.1077999999999999,2867.0,2.700486369375606,-0.020969982844379856,1
406133,10637.52,11582.4,11363.194520547944,230.03,233.24,232.4880821917808,4.1601,7.9402,3079.0,-1.7140301229813764,2.3600615411047055,0
406135,11879.58,11894.82,11892.3816,232.51,233.58,233.2552,0.0893999999999977,0.1303,2867.0,-1.8295794911222214,-0.2855985924280394,2
40621c,10363.2,10363.2,10363.2,257.54,257.83,257.7630769230769,0.1145999999999993,0.0884,986.0,-1.8262376710098165,-0.8307359479017162,2
406229,3314.7,3314.7,3314.7,178.87,178.87,178.87,0.0,0.0,17.0,2.569065408123975,-0.9094669113263681,1
40624e,11269.98,11277.6,11271.250000000002,241.91,241.95,241.9411111111111,0.008500000000005,0.1887999999999996,2867.0,-1.8309884602936597,-0.3083119238148705,2
406250,11582.4,11590.02,11584.824545454543,237.4,237.6,237.4636363636364,0.0365999999999999,0.1541000000000005,2884.0,-1.8312261036070703,-0.29770913159246654,2
406319,11285.22,11582.4,11535.156,191.5,265.85,203.566,2.7613999999999947,1.3143000000000002,2867.0,-1.457032030315666,0.9219968520907112,2
40631a,5806.44,11292.84,7096.3536,180.58,245.18,192.9984,6.766199999999998,1.9467,2867.0,-0.020991261367442577,2.517329129417984,0
4063c3,9509.76,9509.76,9509.759999999998,212.11,212.11,212.11000000000004,0.0,0.0,233.0,-0.38630975084774827,-1.0044891580233202,2
4063e6,9715.5,9784.08,9768.295714285716,251.3,251.84,251.7121428571429,0.0333999999999967,0.0018000000000029,1165.0,-1.474047429413303,-0.7974313617384358,2
40643a,10988.04,11590.02,11238.30134831461,199.49,230.27,212.4205617977528,3.277899999999996,7.6738,2468.0,-1.2765399435959783,1.9344123587881783,0
40643b,10058.4,10058.4,10058.4,251.82,252.39,252.1370833333333,0.1026999999999986,0.0595,2762.0,-1.656703779234995,-0.3250088592355807,2
40643c,10980.42,10980.42,10980.420000000002,216.06,223.32,221.64461538461543,0.1310000000000002,0.1163999999999996,986.0,-1.1327209147834998,-0.7573642732744283,2
40643d,11285.22,11285.22,11285.22,218.67,218.67,218.67,0.0,0.0,180.0,-1.1562654919561304,-1.059155695012365,2
406442,1463.04,3009.9,1780.2352,138.19,143.17,140.97733333333335,0.2896000000000001,0.1763000000000003,2659.0,3.800202579079249,0.09488191813932438,1
406445,10668.0,10668.0,10668.0,207.81,207.81,207.81,0.0,0.0,74.0,-0.6742653224335761,-1.0610306794666704,2
4064a4,10972.8,10972.8,10972.8,230.87,232.32,231.8807936507936,0.2070000000000007,0.2266999999999974,3592.0,-1.5113539120173982,-0.01158243006456379,2
406531,9753.6,9761.22,9754.5144,206.61,212.89,207.3884,0.0792000000000001,0.1958000000000002,2867.0,-0.5077531732718226,-0.19424428222918236,2
40653a,4251.96,4427.22,4280.681538461538,202.15,204.19,202.5423076923077,0.0293999999999954,0.0045,2776.0,1.5204895704928933,-0.17017179554890513,1
40653d,2506.98,3078.48,2822.595483870968,138.62,145.91,142.30440860215057,0.0356000000000022,0.0603999999999995,3236.0,3.4988948800382396,0.11655165323829692,1
406540,11300.46,11300.46,11300.46,262.74,262.74,262.74,0.0,0.0,17.0,-2.2298033831868036,-1.1777247534986042,2
406542,8542.02,11285.22,11174.2728,187.42,234.35,232.3392,0.032199999999996,0.1883999999999996,2867.0,-0.9767983287346376,-0.07937857401374465,2
406544,10957.56,11277.6,10988.04,205.91,243.78,211.0845454545454,1.181599999999996,6.3100000000000005,2884.0,-1.3304968639111348,1.168439593287956,2
40655b,10972.8,10972.8,10972.800000000005,206.85,206.85,206.84999999999988,0.0653999999999968,0.0441000000000002,3044.0,-0.8783154468892251,-0.20146762435513157,2
406590,11582.4,11582.4,11582.399999999998,259.48,259.66,259.6184615384615,0.0540999999999982,0.1610000000000013,986.0,-2.292074543986713,-0.861396799204694,2
406591,815.34,815.34,815.34,94.67,94.67,94.67,0.0,0.0,74.0,5.482169025293128,-0.7141670512228989,1
40660c,10972.8,10972.8,10972.799999999996,232.9,233.63,233.4640909090909,0.0548000000000001,0.0646999999999984,812.0,-1.433847790281304,-0.8714510364089878,2
40660e,11277.6,11582.4,11558.015999999998,229.4,251.0,231.3088,3.3980000000000032,5.476899999999999,2867.0,-1.8986920828241274,1.6655438621006258,0
40665e,9144.0,9144.0,9144.0,221.87,222.77,222.2589830508475,0.2348999999999961,0.0625999999999997,3592.0,-0.6501328704149149,0.015268229598403741,2
40665f,10972.8,10972.8,10972.800000000005,203.21,203.21,203.20999999999995,0.0812999999999988,0.000300000000001,3206.0,-0.7959244773606556,-0.15192106147503792,2
406660,10972.8,11277.6,11155.679999999998,202.27,204.75,203.44675,5.465299999999999,0.0078999999999993,3151.0,-0.9382684466273763,1.5473213722006929,0
406668,3032.76,3032.76,3032.760000000001,150.57,150.57,150.57,0.0,0.0,351.0,3.3429345622784314,-0.7643952319919551,1
406669,10980.42,10980.42,10980.419999999998,209.9,209.9,209.89999999999995,0.0039000000000015,0.0092999999999996,1900.0,-0.9074866418416158,-0.553344930185308,2
40666a,2072.64,2697.48,2537.6505,142.18,143.84,143.077375,0.0822000000000002,0.0399,2782.0,3.627449403678124,-0.003562058530838596,1
40666b,3619.5,4061.46,3800.404444444444,183.97,189.0,186.52592592592592,0.0235999999999947,0.0662,2800.0,2.08715101021403,-0.10647910465281793,1
40666c,548.64,640.08,562.356,103.92,130.57,115.7204,0.0331999999999936,0.0783,2867.0,4.893799203471281,0.1130926845682997,1
406670,7780.02,10972.8,8702.402857142855,229.75,234.75,233.32142857142856,4.696200000000005,5.395100000000003,2438.0,-0.9909993221582674,2.04936169510961,0
406673,3596.64,11582.4,9376.272289156628,187.34,205.68,200.51012048192771,5.960999999999999,3.0057,2816.0,0.13985637898251785,2.418271554709961,0
406696,6141.72,6713.22,6497.421600000001,217.03,227.76,224.9608,0.0266999999999981,0.1821000000000001,2867.0,0.27707015076339836,-0.15743681986347213,2
4066b9,6347.46,6911.34,6587.489999999999,214.74,223.1,220.1904545454545,0.1206999999999993,0.0275,2884.0,0.3173589793298648,-0.1481675251326772,2
4066ce,10972.8,10972.8,10972.8,208.15,210.11,209.2958461538462,3.454099999999997,7.075300000000002,2813.0,-1.0469716043624924,1.9324172684731888,0
4066cf,10668.0,10668.0,10668.0,255.29,255.29,255.29,0.0,0.0,209.0,-1.837862579027825,-1.1011577492819384,2
4066d0,10972.8,10972.8,10972.800000000005,206.29,211.6,209.04577464788736,5.275199999999998,2.208500000000001,2482.0,-1.0082500117203357,1.641050278200702,0
4066d1,3642.36,4023.36,3763.3275,185.97,192.99,190.43500000000003,0.0705999999999988,0.0121000000000002,2762.0,2.0130093454024682,-0.11456602225914178,1
406753,10363.2,11292.84,11201.746363636365,215.81,237.54,234.595,1.280200000000001,3.943999999999999,2884.0,-1.4906198099577503,0.7936544343689729,2
406755,11582.4,11590.02,11582.768709677412,203.35,205.53,203.88370967741935,0.111699999999999,0.1798,3592.0,-1.0515150296524862,-0.012416783220471529,2
4067c4,10058.4,10058.4,10058.4,207.07,207.07,207.07,0.0356000000000022,0.0350000000000001,2831.0,-0.5592292581105455,-0.2576887531394588,2
4067ee,10972.8,10972.8,10972.799999999996,226.26,226.26,226.26000000000005,0.0039999999999977,0.0045000000000001,368.0,-1.2414471678998849,-1.01168608240737,2
4067f0,11582.4,11590.02,11588.315526315791,237.0,237.72,237.5281578947369,0.1000999999999976,0.2206000000000001,2730.0,-1.8255804657794328,-0.30926893454954296,2
4067f2,3893.82,11277.6,5490.972000000001,171.08,177.94,173.42359999999996,14.618299999999998,6.094,2867.0,1.0313878553739633,5.691635282761061,0
4067f6,4244.34,4442.46,4338.587368421051,174.95,176.79,175.8336842105263,0.0169999999999959,0.0124999999999992,1027.0,2.2449695587505683,-0.6202262691008628,1
406832,11277.6,11277.6,11277.60000000001,261.92,262.28,262.15527559055107,0.1896000000000057,0.2604999999999933,3592.0,-2.3579966921528275,-0.0686167742588104,2
40688e,10660.38,10668.0,10667.307272727274,261.41,262.52,261.8440909090909,0.078800000000001,0.1062999999999996,2884.0,-2.110556663012401,-0.31555220989444127,2
406890,11940.54,12192.0,12105.234453781512,240.73,248.81,245.7080672268908,3.0075000000000003,8.1284,3592.0,-2.3448578076541358,2.120949218231877,0
4068f5,11582.4,11582.4,11582.399999999998,230.24,230.24,230.23999999999995,0.0015,0.0062000000000002,577.0,-1.557184504475163,-0.9699239616769717,2
40690d,11285.22,11285.22,11285.22,200.28,263.65,234.78818181818187,0.0998999999999981,0.0355000000000007,2884.0,-1.6526382397260706,-0.1709074886456559,2
406948,11582.4,11582.4,11582.399999999998,217.59,218.3,218.17318181818183,0.0619999999999976,0.078800000000001,2884.0,-1.35522579522433,-0.2690447903116315,2
40697c,396.24,655.32,512.6181818181817,72.54,104.49,84.2518181818182,0.0116999999999976,0.0524999999999999,2884.0,5.635305372856243,0.17199075087698942,1
406a02,8808.72,8846.82,8839.8096,221.18,229.9,223.3424,0.0831000000000017,0.1191999999999993,2867.0,-0.5763788978537225,-0.21093608547738377,2
406a05,11277.6,11277.6,11277.60000000001,250.15,251.3,250.55865546218493,0.1646999999999963,0.1312000000000068,3592.0,-2.0774554345267204,-0.07693823133101875,2
406a3e,1790.7,10972.8,2675.2296,148.3,150.84,149.622,4.611800000000002,0.5599000000000001,2867.0,2.432128921250924,1.760244276433619,1
406a59,11277.6,11277.6,11277.600000000002,274.96,276.31,275.3968181818181,0.1069999999999993,0.0444000000000004,2884.0,-2.6539925734280456,-0.34876234744510454,2
406a63,11582.4,11582.4,11582.399999999996,214.54,235.89,230.14515625,4.960500000000003,6.7829,3592.0,-1.7518377619379213,2.5762061316189824,0
406a93,11567.16,11582.4,11575.389599999997,253.22,253.48,253.2432,0.0536999999999991,0.1169000000000002,2867.0,-2.212780759456282,-0.328544490762901,2
406a9d,7551.42,12192.0,8621.15076923077,204.77,228.82,210.32,2.9046999999999983,6.2646000000000015,423.0,-0.5703367935028993,1.162662471829533,0
406ae9,10668.0,10668.0,10668.0,255.7,256.58,256.44,0.0542000000000015,0.1260000000000012,2884.0,-1.9726674231136547,-0.31158261062924464,2
406b05,5646.42,6530.34,6205.4400000000005,195.54,207.88,204.0803937007874,0.0889000000000024,0.194900000000004,3592.0,0.8616251275358953,0.1203876147213388,2
406b0a,11216.64,11216.64,11216.64,233.14,233.14,233.14,0.0,0.0,233.0,-1.487722640209687,-1.0669312221554736,2
406b4a,9753.6,9753.6,9753.600000000002,241.56,241.56,241.56,0.0030999999999998,0.0053999999999945,437.0,-1.1971087166626433,-0.9976911264662512,2
406b5a,11567.16,11590.02,11581.11046153846,238.33,239.23,238.98630769230763,0.0523999999999986,0.3175999999999996,3592.0,-1.893524007760946,-0.06781927525484227,2
406b5c,8366.76,10972.8,8932.881176470588,217.51,249.13,242.3649579831932,4.4101,8.469100000000001,3592.0,-1.264541073985825,2.794122343982078,0
406b83,10972.8,10988.04,10984.92272727273,215.67,218.21,217.2272727272727,0.0907000000000053,0.0038,2884.0,-1.1249942203248615,-0.25680462850268254,2
406b90,11574.78,11582.4,11581.685624999998,238.93,240.78,239.27802083333336,0.0956000000000045,0.2094000000000004,3254.0,-1.8994090369339418,-0.16655968187226014,2
406b91,6400.8,6400.8,6400.800000000001,191.8,191.8,191.79999999999995,0.0253000000000014,0.0584999999999995,2658.0,1.0811831592165837,-0.22102543873802852,2
406c71,11277.6,11277.6,11277.600000000002,244.58,244.58,244.58,0.0161000000000015,0.0141000000000026,268.0,-1.7895777558830734,-1.0695467861227805,2
406c80,12192.0,12192.0,12192.0,207.64,208.28,208.1078260869565,0.0856999999999956,0.0144999999999999,2830.0,-1.3186253566230066,-0.28064430565589094,2
406ca3,10668.0,10675.62,10668.692727272726,270.5,271.0,270.5972727272728,0.1047000000000011,0.0371000000000005,2884.0,-2.3257891677011706,-0.33407044559038224,2
406caa,11887.2,11887.2,11887.2,256.68,256.68,256.67999999999995,0.0,0.0,163.0,-2.2902242486005835,-1.1362752835548167,2
406cd2,3139.44,3139.44,3139.44,170.03,170.03,170.03,0.0,0.0,245.0,2.8358192405135676,-0.8279508812515765,1
406d4e,10363.2,10363.2,10363.200000000004,234.06,237.16,235.1904545454545,0.0271000000000043,0.1349,2884.0,-1.361677714252465,-0.275476549639012,2
406d69,8237.22,8237.22,8237.22,237.12,237.3,237.24413793103443,0.0024999999999977,0.0118,2018.0,-0.6330703335314867,-0.5200543793644771,2
406d6f,11841.48,12397.74,11971.527999999998,241.59,242.34,241.88200000000003,0.1229000000000013,0.2495000000000011,1217.0,-2.0434185306911914,-0.7204641213001539,2
406d78,11879.58,11887.2,11886.507272727276,282.04,282.04,282.04,0.0150999999999967,0.1600999999999999,2884.0,-3.020544370809421,-0.38206722486959466,2
406d79,10965.18,10972.8,10970.15632653061,263.4,267.14,266.16959183673464,3.4430999999999976,6.779699999999998,3169.0,-2.4337895430176353,1.8923090727658145,0
406d7a,10660.38,10668.0,10665.182521008404,272.96,274.08,273.180168067227,0.1304000000000016,0.4018999999999977,3592.0,-2.422845752004466,-0.0715488191549309,2
406d7b,11277.6,11277.6,11277.600000000002,280.4,280.4,280.40000000000003,0.0,0.0,282.0,-2.6634671239608245,-1.1318756340761693,2
406d8e,3048.0,3048.0,3048.0,136.54,136.85,136.5555,0.0024000000000015,0.0051999999999999,2423.0,3.592626127417318,-0.156898676367755,1
406d90,10347.96,10347.96,10347.96,196.78,196.78,196.78,0.0,0.0,74.0,-0.2948924595013723,-1.0376669195086783,2
406d95,11567.16,11597.64,11572.97679389313,238.01,238.71,238.4646564885496,0.0880999999999971,0.2403000000000004,3592.0,-1.8819822686410295,-0.0682659484709141,2
406e0f,11269.98,11277.6,11272.096666666666,285.51,286.13,285.6722222222222,0.0670000000000001,0.1617999999999995,2867.0,-2.9011883153986306,-0.36517871661898477,2
406e10,12192.0,12192.0,12192.0,233.65,233.65,233.65,0.0,0.0,52.0,-1.829054332856341,-1.1345861877477863,2
406e2e,7261.86,8359.14,8013.794776119403,159.27,161.71,160.81283582089551,0.1728999999999985,0.0885,3592.0,1.2849596981630014,0.1593381229521445,1
406e65,4137.66,4137.66,4137.66,172.13,172.13,172.13,0.0,0.0,231.0,2.441021328168343,-0.8516312475263095,1
406e66,7924.8,7932.42,7931.727272727277,189.52,189.56,189.5581818181818,0.0528000000000048,0.0723,2884.0,0.5992499510372489,-0.16749575685769363,2
406e69,10965.18,10972.8,10969.371000000005,217.9,218.26,218.03950000000003,0.0598999999999989,0.0817999999999976,3151.0,-1.155513791548784,-0.18456053346683893,2
406e9f,12192.0,12192.0,12192.0,241.67,241.67,241.67,0.0,0.0,297.0,-2.0346526464278347,-1.0788793593075552,2
406ec7,11582.4,11582.4,11582.4,248.03,248.03,248.03,0.0,0.0,17.0,-1.968209358096906,-1.1581318742967386,2
406f72,1668.78,2110.74,1869.201875,152.53,154.45,153.32479166666667,0.0504999999999995,0.0598999999999999,3254.0,3.546856349400025,0.10918461808115623,1
406f75,11551.92,11551.92,11551.92,227.01,227.01,227.01,0.0,0.0,52.0,-1.446422130942458,-1.1132201368333228,2
406f76,11269.98,11277.6,11271.71181818182,260.14,280.45,262.1254545454546,3.424599999999998,10.298299999999998,2884.0,-2.6167965371810746,2.393621420735612,0
406f78,11574.78,11582.4,11578.378333333336,261.36,261.36,261.36000000000007,0.010200000000001,0.0067999999999983,1701.0,-2.360858347164574,-0.7018694835237895,2
406f7b,12184.38,12184.38,12184.38,256.99,256.99,256.99,0.0,0.0,17.0,-2.394293963950535,-1.1826919228984683,2
406f87,7772.4,10363.2,10128.711818181822,207.34,211.11,207.68318181818185,2.901299999999999,6.229399999999998,2884.0,-0.5034239972322779,1.7525911158491079,0
406fd8,11277.6,11277.6,11277.600000000006,241.91,252.58,247.28260869565224,0.0264999999999986,0.0826,3009.0,-1.9734797001374844,-0.2696130324996514,2
406fda,8999.22,11262.36,10829.239200000002,232.28,242.82,234.99,0.7830000000000013,9.978599999999998,2867.0,-1.5173057764767588,1.620302948921425,0
407022,11582.4,11597.64,11591.863548387097,209.62,212.24,211.68282258064517,0.1856999999999971,0.069,3592.0,-1.2231361386700905,-0.01743342099713212,2
407031,11277.6,11582.4,11540.836363636365,219.35,246.57,232.9618181818182,9.784399999999998,11.2856,2884.0,-1.9510321066753937,4.6373089397238685,0
4070e1,3710.94,6667.5,5871.6672,173.89,197.2,189.0356,11.847900000000005,25.4639,2867.0,1.0779941700192914,7.809782255155076,0
4070e2,10972.8,10972.8,10972.799999999996,200.95,201.6,201.0366666666666,0.1207999999999955,0.0474999999999994,1217.0,-0.6670999846751542,-0.6866740288909423,2
4070e3,10256.52,11582.4,11463.597272727273,203.24,244.42,240.66227272727275,11.2134,3.9045,2884.0,-1.706488230660055,3.9718125424517465,0
4070e5,12192.0,12192.0,12192.0,205.89,239.5,214.3006818181818,3.831400000000002,8.1738,2956.0,-1.765837599618438,2.288992583575731,0
4070e8,11277.6,11422.38,11364.19090909091,230.5,231.23,230.7225974025974,0.0486000000000004,0.0571999999999999,2162.0,-1.559638816174887,-0.49243276787151435,2
4070e9,9060.18,9502.14,9308.592,255.89,258.45,257.73920000000004,0.0941999999999936,0.1760000000000001,2867.0,-1.5286272862863102,-0.25802899857470846,2
4070ea,11277.6,11277.6,11277.6,246.45,247.36,247.1776,9.8898,20.5324,2867.0,-2.3047423632060076,6.071751233454915,0
4070ec,11277.6,11277.6,11277.600000000002,243.65,243.65,243.65000000000003,0.0,0.0,233.0,-1.7650915654770634,-1.0852119291074447,2
4070ee,11582.4,11582.4,11582.4,225.87,225.87,225.87,0.0,0.0,1121.0,-1.4726708643328381,-0.8112248137230277,2
4070ef,11582.4,11582.4,11582.399999999996,239.0,239.45,239.1503125,0.015900000000002,0.0454999999999996,2813.0,-1.8676513235055534,-0.34418677519024155,2
407131,11582.4,11582.4,11582.399999999998,257.34,257.34,257.34000000000003,0.0,0.0,262.0,-2.2052724217265167,-1.104546725169864,2
407176,10812.78,10980.42,10899.780000000004,229.86,230.26,230.00173228346463,0.1306000000000011,0.1306999999999973,3592.0,-1.4432056483690576,-0.04370915202464868,2
407177,9250.68,9517.38,9361.126206896555,194.36,196.19,195.1714942528736,0.0217999999999989,0.0766,2935.0,-0.042185359412235196,-0.18370843208078413,2
407179,10972.8,11582.4,11157.734831460675,202.24,203.02,202.46988764044949,6.185900000000004,0.0141999999999988,2850.0,-0.9494786512800878,1.6982276930952003,0
40717a,10972.8,10980.42,10974.103421052634,206.63,207.58,207.3096052631579,0.0319999999999964,0.0688000000000013,2162.0,-0.8516969225616335,-0.45474769597353604,2
40717b,11277.6,11277.6,11277.600000000002,238.92,240.06,239.39217391304356,0.1456000000000017,0.1332000000000022,2867.0,-1.7742031181076445,-0.26812451312925645,2
40717c,10972.8,10972.8,10972.8,235.91,236.18,236.045,0.0040000000000048,0.0102000000000002,318.0,-1.4782900863272757,-1.040438747043535,2
40717e,10972.8,10972.8,10972.8,231.85,234.67,234.06956521739136,0.0023000000000052,0.1137999999999999,3097.0,-1.5329089052808333,-0.23424704306632738,2
40717f,11582.4,11582.4,11582.399999999994,241.7,242.99,242.68065573770485,0.0803000000000011,0.1918999999999986,3592.0,-1.9818573408828983,-0.08517880102667427,2
407180,10972.8,11277.6,11045.952000000008,210.75,221.17,213.2290999999999,5.359400000000001,2.9173,3151.0,-1.2383564822594868,1.9768940260445185,0
407181,10972.8,10980.42,10974.460769230773,217.83,231.6,226.1273076923076,4.9056,7.553899999999999,3254.0,-1.4895077934738,2.5871762707199175,0
407182,10972.8,10972.8,10972.8,201.69,201.69,201.69000000000003,0.0397999999999996,0.0009999999999994,2111.0,-0.7136442779526525,-0.4703606828365413,2
407183,10972.8,10972.8,10972.799999999996,216.74,241.51,234.9046666666668,0.1747000000000014,0.0187999999999988,374.0,-1.3774387766751413,-0.9177478024914445,2
4071d7,-45.72,11285.22,4129.1256,52.6,194.5,123.1328,13.396,3.9561,2867.0,2.818538412375439,5.443033496916238,0
4071d9,10652.76,10843.26,10756.322727272727,225.54,227.67,226.13045454545457,0.0088000000000008,0.1491000000000006,2884.0,-1.2754345640579636,-0.2661588309160628,2
407267,11277.6,11277.6,11277.600000000002,223.25,223.25,223.25,0.0,0.0,313.0,-1.270768330333311,-1.029162673133269,2
4072a4,10668.0,10668.0,10668.0,265.57,266.08,265.96230769230766,0.154600000000002,0.0357,986.0,-2.1305516643201856,-0.8445455123178662,2
4072a5,10332.72,10843.26,10607.04,242.69,245.89,244.29,0.069500000000005,0.0486000000000004,2884.0,-1.6589228844039108,-0.27784079000367407,2
4072c7,7734.3,8336.28,8102.830909090909,220.11,221.46,220.92818181818183,0.0791000000000039,0.0748999999999999,2884.0,-0.2122841862319662,-0.19112910667524,2
4072dc,11887.2,11887.2,11887.2,217.19,217.56,217.2776315789474,0.1746000000000052,0.2736999999999998,3592.0,-1.4758842787547866,-0.007506637400492787,2
4072ea,10965.18,10972.8,10967.869411764705,249.44,250.06,249.92823529411768,0.0259999999999962,0.1707,2884.0,-1.919331588794318,-0.307867178125425,2
40731c,11879.58,11879.58,11879.579999999998,260.1,260.79,260.6307692307692,0.1088000000000022,0.1435000000000004,986.0,-2.4179547748296493,-0.8523704841493689,2
407371,10050.78,10058.4,10053.828,229.03,229.47,229.11800000000008,0.1290000000000049,0.0238,1182.0,-1.0320695389907621,-0.7289568681440122,2
4073a0,10972.8,10972.8,10972.8,207.38,207.38,207.38,0.0,0.0,0.0,-0.765845536878606,-1.0861071723866085,2
4073a1,11590.02,11590.02,11590.020000000002,194.42,195.15,194.8481632653061,0.0601000000000055,0.0211,2570.0,-0.7781640349960934,-0.32908244498870326,2
4073ce,12184.38,12184.38,12184.38,244.15,244.15,244.15,0.0,0.0,52.0,-2.0825356908406234,-1.1517313234006255,2
40749a,10355.58,10972.8,10797.8448,227.97,233.03,230.5772,6.156500000000001,54.0428,2867.0,-1.9934032810883282,10.328932244182164,0
40749b,11887.2,11887.2,11887.2,284.09,284.09,284.09000000000003,0.0,0.0,354.0,-2.9665697345193984,-1.1276449879677466,2
