icao24,min_altitude,max_altitude,mean_altitude,min_velocity,max_velocity,mean_velocity,latitude_range,longitude_range,duration,iforest_anomaly,iforest_score
406229,3314.7,3314.7,3314.7,178.87,178.87,178.87,0.0,0.0,17.0,0,-0.01746704377642616
40624e,11269.98,11277.6,11271.250000000002,241.91,241.95,241.9411111111111,0.008500000000005,0.1887999999999996,2867.0,0,-0.12582542864795737
406250,11582.4,11590.02,11584.824545454543,237.4,237.6,237.4636363636364,0.0365999999999999,0.1541000000000005,2884.0,0,-0.1147112942938347
406319,11285.22,11582.4,11535.156,191.5,265.85,203.566,2.7613999999999947,1.3143000000000002,2867.0,0,-0.02338760254880312
40631a,5806.44,11292.84,7096.3536,180.58,245.18,192.9984,6.766199999999998,1.9467,2867.0,0,0.02651956272681022
4063c3,9509.76,9509.76,9509.759999999998,212.11,212.11,212.11000000000004,0.0,0.0,233.0,0,-0.08605566502803585
4063e6,9715.5,9784.08,9768.295714285716,251.3,251.84,251.7121428571429,0.0333999999999967,0.0018000000000029,1165.0,0,-0.10243502203033938
40643a,10988.04,11590.02,11238.30134831461,199.49,230.27,212.4205617977528,3.277899999999996,7.6738,2468.0,0,-0.015991817051095425
40643b,10058.4,10058.4,10058.4,251.82,252.39,252.1370833333333,0.1026999999999986,0.0595,2762.0,0,-0.11201101881813635
40643c,10980.42,10980.42,10980.420000000002,216.06,223.32,221.64461538461543,0.1310000000000002,0.1163999999999996,986.0,0,-0.10024185304950423
40643d,11285.22,11285.22,11285.22,218.67,218.67,218.67,0.0,0.0,180.0,0,-0.08782648040740049
406442,1463.04,3009.9,1780.2352,138.19,143.17,140.97733333333335,0.2896000000000001,0.1763000000000003,2659.0,0,0.0118769278426335
406445,10668.0,10668.0,10668.0,207.81,207.81,207.81,0.0,0.0,74.0,0,-0.0907958465244208
4064a4,10972.8,10972.8,10972.8,230.87,232.32,231.8807936507936,0.2070000000000007,0.2266999999999974,3592.0,0,-0.10905710447900618
406531,9753.6,9761.22,9754.5144,206.61,212.89,207.3884,0.0792000000000001,0.1958000000000002,2867.0,0,-0.09741312821390269
40653a,4251.96,4427.22,4280.681538461538,202.15,204.19,202.5423076923077,0.0293999999999954,0.0045,2776.0,0,-0.04127799296543305
40653d,2506.98,3078.48,2822.595483870968,138.62,145.91,142.30440860215057,0.0356000000000022,0.0603999999999995,3236.0,0,-0.027077822141916508
406540,11300.46,11300.46,11300.46,262.74,262.74,262.74,0.0,0.0,17.0,0,-0.07645439811494364
406542,8542.02,11285.22,11174.2728,187.42,234.35,232.3392,0.032199999999996,0.1883999999999996,2867.0,0,-0.09770438057956643
406544,10957.56,11277.6,10988.04,205.91,243.78,211.0845454545454,1.181599999999996,6.3100000000000005,2884.0,0,-0.05642987730714055
40655b,10972.8,10972.8,10972.800000000005,206.85,206.85,206.84999999999988,0.0653999999999968,0.0441000000000002,3044.0,0,-0.09964007678548625
406590,11582.4,11582.4,11582.399999999998,259.48,259.66,259.6184615384615,0.0540999999999982,0.1610000000000013,986.0,0,-0.06581843323641501
406591,815.34,815.34,815.34,94.67,94.67,94.67,0.0,0.0,74.0,0,0.01793440277206404
40660c,10972.8,10972.8,10972.799999999996,232.9,233.63,233.4640909090909,0.0548000000000001,0.0646999999999984,812.0,0,-0.11519821550262144
40660e,11277.6,11582.4,11558.015999999998,229.4,251.0,231.3088,3.3980000000000032,5.476899999999999,2867.0,0,-0.053400346512797014
40665e,9144.0,9144.0,9144.0,221.87,222.77,222.2589830508475,0.2348999999999961,0.0625999999999997,3592.0,0,-0.08244197247528756
40665f,10972.8,10972.8,10972.800000000005,203.21,203.21,203.20999999999995,0.0812999999999988,0.000300000000001,3206.0,0,-0.0933027031229865
406660,10972.8,11277.6,11155.679999999998,202.27,204.75,203.44675,5.465299999999999,0.0078999999999993,3151.0,0,-0.018299247681345276
406668,3032.76,3032.76,3032.760000000001,150.57,150.57,150.57,0.0,0.0,351.0,0,-0.035034416575577376
406669,10980.42,10980.42,10980.419999999998,209.9,209.9,209.89999999999995,0.0039000000000015,0.0092999999999996,1900.0,0,-0.09871059915569785
40666a,2072.64,2697.48,2537.6505,142.18,143.84,143.077375,0.0822000000000002,0.0399,2782.0,0,-0.02291014191813423
40666b,3619.5,4061.46,3800.404444444444,183.97,189.0,186.52592592592592,0.0235999999999947,0.0662,2800.0,0,-0.045493655004659794
40666c,548.64,640.08,562.356,103.92,130.57,115.7204,0.0331999999999936,0.0783,2867.0,0,0.031494756776970556
406670,7780.02,10972.8,8702.402857142855,229.75,234.75,233.32142857142856,4.696200000000005,5.395100000000003,2438.0,0,-0.03172393293592829
406673,3596.64,11582.4,9376.272289156628,187.34,205.68,200.51012048192771,5.960999999999999,3.0057,2816.0,0,0.03923811203359673
406696,6141.72,6713.22,6497.421600000001,217.03,227.76,224.9608,0.0266999999999981,0.1821000000000001,2867.0,0,-0.07965925905810489
4066b9,6347.46,6911.34,6587.489999999999,214.74,223.1,220.1904545454545,0.1206999999999993,0.0275,2884.0,0,-0.07345522395697562
4066ce,10972.8,10972.8,10972.8,208.15,210.11,209.2958461538462,3.454099999999997,7.075300000000002,2813.0,0,-0.03330263148138246
4066cf,10668.0,10668.0,10668.0,255.29,255.29,255.29,0.0,0.0,209.0,0,-0.11146772705363778
4066d0,10972.8,10972.8,10972.800000000005,206.29,211.6,209.04577464788736,5.275199999999998,2.208500000000001,2482.0,0,-0.03930994959841244
4066d1,3642.36,4023.36,3763.3275,185.97,192.99,190.43500000000003,0.0705999999999988,0.0121000000000002,2762.0,0,-0.04245120721469675
406753,10363.2,11292.84,11201.746363636365,215.81,237.54,234.595,1.280200000000001,3.943999999999999,2884.0,0,-0.08139499639670716
406755,11582.4,11590.02,11582.768709677412,203.35,205.53,203.88370967741935,0.111699999999999,0.1798,3592.0,0,-0.05836651996204145
4067c4,10058.4,10058.4,10058.4,207.07,207.07,207.07,0.0356000000000022,0.0350000000000001,2831.0,0,-0.09983381691703341
4067ee,10972.8,10972.8,10972.799999999996,226.26,226.26,226.26000000000005,0.0039999999999977,0.0045000000000001,368.0,0,-0.11215012892523091
4067f0,11582.4,11590.02,11588.315526315791,237.0,237.72,237.5281578947369,0.1000999999999976,0.2206000000000001,2730.0,0,-0.10596681754472204
4067f2,3893.82,11277.6,5490.972000000001,171.08,177.94,173.42359999999996,14.618299999999998,6.094,2867.0,0,0.11413642088074805
4067f6,4244.34,4442.46,4338.587368421051,174.95,176.79,175.8336842105263,0.0169999999999959,0.0124999999999992,1027.0,0,-0.039366512154117905
406832,11277.6,11277.6,11277.60000000001,261.92,262.28,262.15527559055107,0.1896000000000057,0.2604999999999933,3592.0,0,-0.06949369671617156
40688e,10660.38,10668.0,10667.307272727274,261.41,262.52,261.8440909090909,0.078800000000001,0.1062999999999996,2884.0,0,-0.10590219934243
406890,11940.54,12192.0,12105.234453781512,240.73,248.81,245.7080672268908,3.0075000000000003,8.1284,3592.0,0,0.03454142345403377
4068f5,11582.4,11582.4,11582.399999999998,230.24,230.24,230.23999999999995,0.0015,0.0062000000000002,577.0,0,-0.1008821679454251
40690d,11285.22,11285.22,11285.22,200.28,263.65,234.78818181818187,0.0998999999999981,0.0355000000000007,2884.0,0,-0.09825659349898347
406948,11582.4,11582.4,11582.399999999998,217.59,218.3,218.17318181818183,0.0619999999999976,0.078800000000001,2884.0,0,-0.09771709032165882
40697c,396.24,655.32,512.6181818181817,72.54,104.49,84.2518181818182,0.0116999999999976,0.0524999999999999,2884.0,0,0.060472184017862585
406a02,8808.72,8846.82,8839.8096,221.18,229.9,223.3424,0.0831000000000017,0.1191999999999993,2867.0,0,-0.11316291702507297
406a05,11277.6,11277.6,11277.60000000001,250.15,251.3,250.55865546218493,0.1646999999999963,0.1312000000000068,3592.0,0,-0.08984509382419242
406a3e,1790.7,10972.8,2675.2296,148.3,150.84,149.622,4.611800000000002,0.5599000000000001,2867.0,0,0.053149156615631354
406a59,11277.6,11277.6,11277.600000000002,274.96,276.31,275.3968181818181,0.1069999999999993,0.0444000000000004,2884.0,0,-0.06890348601548713
406a63,11582.4,11582.4,11582.399999999996,214.54,235.89,230.14515625,4.960500000000003,6.7829,3592.0,0,-0.011243051151907102
406a93,11567.16,11582.4,11575.389599999997,253.22,253.48,253.2432,0.0536999999999991,0.1169000000000002,2867.0,0,-0.09581755515226331
406a9d,7551.42,12192.0,8621.15076923077,204.77,228.82,210.32,2.9046999999999983,6.2646000000000015,423.0,0,0.033343237760524724
406ae9,10668.0,10668.0,10668.0,255.7,256.58,256.44,0.0542000000000015,0.1260000000000012,2884.0,0,-0.11848483337485499
406b05,5646.42,6530.34,6205.4400000000005,195.54,207.88,204.0803937007874,0.0889000000000024,0.194900000000004,3592.0,0,-0.05796628998437475
406b0a,11216.64,11216.64,11216.64,233.14,233.14,233.14,0.0,0.0,233.0,0,-0.11010751419500159
406b4a,9753.6,9753.6,9753.600000000002,241.56,241.56,241.56,0.0030999999999998,0.0053999999999945,437.0,0,-0.10842433779636046
406b5a,11567.16,11590.02,11581.11046153846,238.33,239.23,238.98630769230763,0.0523999999999986,0.3175999999999996,3592.0,0,-0.09555208671344545
406b5c,8366.76,10972.8,8932.881176470588,217.51,249.13,242.3649579831932,4.4101,8.469100000000001,3592.0,0,-0.002547163532970631
406b83,10972.8,10988.04,10984.92272727273,215.67,218.21,217.2272727272727,0.0907000000000053,0.0038,2884.0,0,-0.11813265840255283
406b90,11574.78,11582.4,11581.685624999998,238.93,240.78,239.27802083333336,0.0956000000000045,0.2094000000000004,3254.0,0,-0.10822354393244954
406b91,6400.8,6400.8,6400.800000000001,191.8,191.8,191.79999999999995,0.0253000000000014,0.0584999999999995,2658.0,0,-0.059895126245257835
406c71,11277.6,11277.6,11277.600000000002,244.58,244.58,244.58,0.0161000000000015,0.0141000000000026,268.0,0,-0.10220980956383402
406c80,12192.0,12192.0,12192.0,207.64,208.28,208.1078260869565,0.0856999999999956,0.0144999999999999,2830.0,0,-0.031418014365222624
406ca3,10668.0,10675.62,10668.692727272726,270.5,271.0,270.5972727272728,0.1047000000000011,0.0371000000000005,2884.0,0,-0.08805825762737624
406caa,11887.2,11887.2,11887.2,256.68,256.68,256.67999999999995,0.0,0.0,163.0,0,-0.042549635515512885
406cd2,3139.44,3139.44,3139.44,170.03,170.03,170.03,0.0,0.0,245.0,0,-0.03333960171776601
406d4e,10363.2,10363.2,10363.200000000004,234.06,237.16,235.1904545454545,0.0271000000000043,0.1349,2884.0,0,-0.1380879348845755
406d69,8237.22,8237.22,8237.22,237.12,237.3,237.24413793103443,0.0024999999999977,0.0118,2018.0,0,-0.09817775744529594
406d6f,11841.48,12397.74,11971.527999999998,241.59,242.34,241.88200000000003,0.1229000000000013,0.2495000000000011,1217.0,0,-0.03917919205618514
406d78,11879.58,11887.2,11886.507272727276,282.04,282.04,282.04,0.0150999999999967,0.1600999999999999,2884.0,0,-0.018363215030323565
406d79,10965.18,10972.8,10970.15632653061,263.4,267.14,266.16959183673464,3.4430999999999976,6.779699999999998,3169.0,0,-0.02407930407666531
406d7a,10660.38,10668.0,10665.182521008404,272.96,274.08,273.180168067227,0.1304000000000016,0.4018999999999977,3592.0,0,-0.058995493863852555
406d7b,11277.6,11277.6,11277.600000000002,280.4,280.4,280.40000000000003,0.0,0.0,282.0,0,-0.03590510406503988
406d8e,3048.0,3048.0,3048.0,136.54,136.85,136.5555,0.0024000000000015,0.0051999999999999,2423.0,0,-0.03126324927007135
406d90,10347.96,10347.96,10347.96,196.78,196.78,196.78,0.0,0.0,74.0,0,-0.07741976165098358
406d95,11567.16,11597.64,11572.97679389313,238.01,238.71,238.4646564885496,0.0880999999999971,0.2403000000000004,3592.0,0,-0.09429030286200252
406e0f,11269.98,11277.6,11272.096666666666,285.51,286.13,285.6722222222222,0.0670000000000001,0.1617999999999995,2867.0,0,-0.035011237648851334
406e10,12192.0,12192.0,12192.0,233.65,233.65,233.65,0.0,0.0,52.0,0,-0.0388523371078226
406e2e,7261.86,8359.14,8013.794776119403,159.27,161.71,160.81283582089551,0.1728999999999985,0.0885,3592.0,0,-0.010312971415703531
406e65,4137.66,4137.66,4137.66,172.13,172.13,172.13,0.0,0.0,231.0,0,-0.03531179616788044
406e66,7924.8,7932.42,7931.727272727277,189.52,189.56,189.5581818181818,0.0528000000000048,0.0723,2884.0,0,-0.06658004041898008
406e69,10965.18,10972.8,10969.371000000005,217.9,218.26,218.03950000000003,0.0598999999999989,0.0817999999999976,3151.0,0,-0.11808088891586682
406e9f,12192.0,12192.0,12192.0,241.67,241.67,241.67,0.0,0.0,297.0,0,-0.03706595129795809
406ec7,11582.4,11582.4,11582.4,248.03,248.03,248.03,0.0,0.0,17.0,0,-0.08615282713448175
406f72,1668.78,2110.74,1869.201875,152.53,154.45,153.32479166666667,0.0504999999999995,0.0598999999999999,3254.0,0,-0.02356496742860642
406f75,11551.92,11551.92,11551.92,227.01,227.01,227.01,0.0,0.0,52.0,0,-0.09000963102396742
406f76,11269.98,11277.6,11271.71181818182,260.14,280.45,262.1254545454546,3.424599999999998,10.298299999999998,2884.0,0,0.004315930013176095
406f78,11574.78,11582.4,11578.378333333336,261.36,261.36,261.36000000000007,0.010200000000001,0.0067999999999983,1701.0,0,-0.07245832717396328
406f7b,12184.38,12184.38,12184.38,256.99,256.99,256.99,0.0,0.0,17.0,0,-0.016454283128226
406f87,7772.4,10363.2,10128.711818181822,207.34,211.11,207.68318181818185,2.901299999999999,6.229399999999998,2884.0,0,-0.03020072428333448
406fd8,11277.6,11277.6,11277.600000000006,241.91,252.58,247.28260869565224,0.0264999999999986,0.0826,3009.0,0,-0.11626253827070593
406fda,8999.22,11262.36,10829.239200000002,232.28,242.82,234.99,0.7830000000000013,9.978599999999998,2867.0,0,-0.06443916610038647
407022,11582.4,11597.64,11591.863548387097,209.62,212.24,211.68282258064517,0.1856999999999971,0.069,3592.0,0,-0.06358769973479195
407031,11277.6,11582.4,11540.836363636365,219.35,246.57,232.9618181818182,9.784399999999998,11.2856,2884.0,0,0.040745977056513394
4070e1,3710.94,6667.5,5871.6672,173.89,197.2,189.0356,11.847900000000005,25.4639,2867.0,1,0.18238579400292532
4070e2,10972.8,10972.8,10972.799999999996,200.95,201.6,201.0366666666666,0.1207999999999955,0.0474999999999994,1217.0,0,-0.06650365589041646
4070e3,10256.52,11582.4,11463.597272727273,203.24,244.42,240.66227272727275,11.2134,3.9045,2884.0,0,0.0253120791378596
4070e5,12192.0,12192.0,12192.0,205.89,239.5,214.3006818181818,3.831400000000002,8.1738,2956.0,0,0.027168355464986527
4070e8,11277.6,11422.38,11364.19090909091,230.5,231.23,230.7225974025974,0.0486000000000004,0.0571999999999999,2162.0,0,-0.11346133414770793
4070e9,9060.18,9502.14,9308.592,255.89,258.45,257.73920000000004,0.0941999999999936,0.1760000000000001,2867.0,0,-0.09176521505117713
4070ea,11277.6,11277.6,11277.6,246.45,247.36,247.1776,9.8898,20.5324,2867.0,0,0.09731961087557117
4070ec,11277.6,11277.6,11277.600000000002,243.65,243.65,243.65000000000003,0.0,0.0,233.0,0,-0.11231989864559905
4070ee,11582.4,11582.4,11582.4,225.87,225.87,225.87,0.0,0.0,1121.0,0,-0.10114479815214966
4070ef,11582.4,11582.4,11582.399999999996,239.0,239.45,239.1503125,0.015900000000002,0.0454999999999996,2813.0,0,-0.10977195284182273
407131,11582.4,11582.4,11582.399999999998,257.34,257.34,257.34000000000003,0.0,0.0,262.0,0,-0.08162581093154941
407176,10812.78,10980.42,10899.780000000004,229.86,230.26,230.00173228346463,0.1306000000000011,0.1306999999999973,3592.0,0,-0.11132481926275745
407177,9250.68,9517.38,9361.126206896555,194.36,196.19,195.1714942528736,0.0217999999999989,0.0766,2935.0,0,-0.07448830070432999
407179,10972.8,11582.4,11157.734831460675,202.24,203.02,202.46988764044949,6.185900000000004,0.0141999999999988,2850.0,0,-0.005327734689556107
40717a,10972.8,10980.42,10974.103421052634,206.63,207.58,207.3096052631579,0.0319999999999964,0.0688000000000013,2162.0,0,-0.09764303314056277
40717b,11277.6,11277.6,11277.600000000002,238.92,240.06,239.39217391304356,0.1456000000000017,0.1332000000000022,2867.0,0,-0.12539168854962718
40717c,10972.8,10972.8,10972.8,235.91,236.18,236.045,0.0040000000000048,0.0102000000000002,318.0,0,-0.11620466755380715
40717e,10972.8,10972.8,10972.8,231.85,234.67,234.06956521739136,0.0023000000000052,0.1137999999999999,3097.0,0,-0.1301412385220292
40717f,11582.4,11582.4,11582.399999999994,241.7,242.99,242.68065573770485,0.0803000000000011,0.1918999999999986,3592.0,0,-0.0936994721190137
407180,10972.8,11277.6,11045.952000000008,210.75,221.17,213.2290999999999,5.359400000000001,2.9173,3151.0,0,-0.03566783439892457
407181,10972.8,10980.42,10974.460769230773,217.83,231.6,226.1273076923076,4.9056,7.553899999999999,3254.0,0,-0.029592903818400518
407182,10972.8,10972.8,10972.8,201.69,201.69,201.69000000000003,0.0397999999999996,0.0009999999999994,2111.0,0,-0.08229208748078859
407183,10972.8,10972.8,10972.799999999996,216.74,241.51,234.9046666666668,0.1747000000000014,0.0187999999999988,374.0,0,-0.08959293341595492
4071d7,-45.72,11285.22,4129.1256,52.6,194.5,123.1328,13.396,3.9561,2867.0,1,0.16704312590874726
4071d9,10652.76,10843.26,10756.322727272727,225.54,227.67,226.13045454545457,0.0088000000000008,0.1491000000000006,2884.0,0,-0.12942472466191246
407267,11277.6,11277.6,11277.600000000002,223.25,223.25,223.25,0.0,0.0,313.0,0,-0.09611159026137783
4072a4,10668.0,10668.0,10668.0,265.57,266.08,265.96230769230766,0.154600000000002,0.0357,986.0,0,-0.06506245182487286
4072a5,10332.72,10843.26,10607.04,242.69,245.89,244.29,0.069500000000005,0.0486000000000004,2884.0,0,-0.13038149122145293
4072c7,7734.3,8336.28,8102.830909090909,220.11,221.46,220.92818181818183,0.0791000000000039,0.0748999999999999,2884.0,0,-0.10138602546292541
4072dc,11887.2,11887.2,11887.2,217.19,217.56,217.2776315789474,0.1746000000000052,0.2736999999999998,3592.0,0,-0.04084857622793697
4072ea,10965.18,10972.8,10967.869411764705,249.44,250.06,249.92823529411768,0.0259999999999962,0.1707,2884.0,0,-0.12235043534667678
40731c,11879.58,11879.58,11879.579999999998,260.1,260.79,260.6307692307692,0.1088000000000022,0.1435000000000004,986.0,0,-0.020341293194201526
407371,10050.78,10058.4,10053.828,229.03,229.47,229.11800000000008,0.1290000000000049,0.0238,1182.0,0,-0.11124890476114047
4073a0,10972.8,10972.8,10972.8,207.38,207.38,207.38,0.0,0.0,0.0,0,-0.08167638868607524
4073a1,11590.02,11590.02,11590.020000000002,194.42,195.15,194.8481632653061,0.0601000000000055,0.0211,2570.0,0,-0.05368480562975819
4073ce,12184.38,12184.38,12184.38,244.15,244.15,244.15,0.0,0.0,52.0,0,-0.037621877983800234
40749a,10355.58,10972.8,10797.8448,227.97,233.03,230.5772,6.156500000000001,54.0428,2867.0,0,0.09014493981104021
40749b,11887.2,11887.2,11887.2,284.09,284.09,284.09000000000003,0.0,0.0,354.0,0,0.008924428747967172
4074b2,7010.4,7010.4,7010.399999999999,231.02,231.03,231.0284615384616,0.0004000000000061,0.0388,286.0,0,-0.06074092285853
40753c,11582.4,11582.4,11582.399999999998,218.77,242.3,224.38461538461544,4.323899999999995,10.3123,986.0,0,0.022660866535466617
40753f,10972.8,10972.8,10972.800000000005,200.2,229.15,224.62276595744677,3.3197000000000045,8.505799999999999,3592.0,0,-0.022482080698179308
40755f,10675.62,10675.62,10675.62,230.89,231.61,231.47409090909093,1.1263999999999967,6.7012,2884.0,0,-0.0844142262270361
40756e,11277.6,11277.6,11277.6,217.62,217.62,217.62,0.0,0.0,233.0,0,-0.08935436549654119
40756f,10972.8,10972.8,10972.8,239.5,240.63,239.76076923076923,0.0676999999999949,0.1294000000000004,986.0,0,-0.11473257814853938
40757f,10972.8,11292.84,11174.882399999997,221.56,249.65,239.0144,7.643900000000002,8.530100000000001,2867.0,0,0.0026070427095200577
4075a2,3459.48,8138.16,7539.99,169.17,190.97,188.9568181818181,1.218899999999998,1.5868000000000002,2884.0,0,0.00016983052382613106
4075b3,3101.34,3101.34,3101.34,162.83,162.83,162.82999999999998,0.0,0.0,233.0,0,-0.03305467595306172
4075b4,1554.48,3025.14,2018.252977099236,149.45,152.6,150.69236641221372,0.0215999999999993,0.2261000000000024,3592.0,0,-0.009142057558514383
4075c2,548.64,548.64,548.6400000000001,85.23,85.23,85.23,0.0,0.0,233.0,0,0.0240143068887122
407600,1463.04,1463.04,1463.0400000000004,111.65,111.65,111.65000000000002,0.0,0.0,233.0,0,0.0075673296934594125
407630,10668.0,10668.0,10668.0,214.8,214.8,214.8,0.0,0.0,279.0,0,-0.10072063751090027
407667,10965.18,10965.18,10965.179999999997,188.44,188.94,188.7914851485148,0.081399999999995,0.0288999999999999,3169.0,0,-0.06722507446957143
40766d,11277.6,11582.4,11521.44,220.2,261.08,250.17866666666663,4.5242,8.278799999999999,374.0,0,0.025371755483071468
407688,2324.1,2415.54,2365.828571428572,154.4,155.96,154.64666666666668,0.0015999999999962,0.0763000000000015,2706.0,0,-0.028185594102457356
407689,11582.4,11582.4,11582.4,240.48,240.48,240.48,0.0,0.0,1156.0,0,-0.10952216166037626
407698,11277.6,11277.6,11277.6,261.21,261.21,261.21,0.0,0.0,52.0,0,-0.08061008054024393
4076b1,10972.8,10972.8,10972.799999999996,208.87,208.87,208.86999999999995,0.1315000000000026,0.0011999999999989,1217.0,0,-0.08443551944702826
4076cc,11597.64,11605.26,11602.835454545457,240.55,240.95,240.8409090909091,0.0604999999999975,0.1175999999999994,2884.0,0,-0.11280082687736631
4076e0,3451.86,3535.68,3492.9725581395337,152.62,156.29,154.3416279069768,0.0025999999999939,0.0578,2901.0,0,-0.04577301450264726
4076e5,10355.58,10363.2,10355.92636363636,241.92,242.27,242.06772727272732,0.0510999999999981,0.1349,2884.0,0,-0.13543155440786558
4076ed,10972.8,10972.8,10972.8,233.11,233.11,233.11000000000004,0.0,0.0,192.0,0,-0.11746960158045872
40771a,12184.38,12199.62,12193.743559322036,235.36,238.26,236.86889830508483,0.1372,0.1875999999999891,3592.0,0,-0.0474601540206292
407739,11582.4,11582.4,11582.4,236.58,236.58,236.58,0.0,0.0,52.0,0,-0.09979564124468954
40773b,10668.0,10668.0,10668.0,274.73,275.67,275.08181818181816,0.1034999999999968,0.0602,2884.0,0,-0.08045676286839398
40775c,9784.08,10226.04,10124.049230769237,214.26,219.92,218.61384615384617,0.1569999999999964,0.0749999999999997,986.0,0,-0.09140019517810055
40777c,11582.4,11582.4,11582.4,218.99,220.37,219.04914285714284,3.627099999999999,5.4253,2465.0,0,-0.031057297906085246
4077ba,11582.4,11582.4,11582.4,249.25,249.51,249.42941176470583,0.0613000000000028,0.0465999999999999,2632.0,0,-0.0986749326357505
4077bb,10972.8,10972.8,10972.8,213.54,215.55,214.22215384615384,0.1914000000000015,0.2606000000000001,3592.0,0,-0.09492966272031733
40787b,11269.98,11277.6,11275.881764705891,245.14,255.03,248.13666666666668,5.9163,4.718999999999994,3342.0,0,-0.013413912483517587
407898,11269.98,11887.2,11602.068717948716,261.59,265.14,263.65128205128207,4.201600000000006,13.6317,3592.0,0,0.08542097657671
4078ae,10363.2,10363.2,10363.200000000004,273.17,273.69,273.2566666666666,0.1435999999999992,0.000399999999999,2867.0,0,-0.07902252307224855
4078b8,11887.2,11887.2,11887.2,259.16,259.16,259.16,0.0,0.0,0.0,0,-0.029441913184819368
4078fd,11582.4,11582.4,11582.399999999998,205.91,237.26,209.22499999999997,5.3643,1.8844,2884.0,0,-0.032502450586660014
4078fe,3794.76,3832.86,3815.800298507464,174.57,174.99,174.83402985074622,0.0037999999999982,0.0091999999999998,2122.0,0,-0.04110800369254686
407913,11582.4,11582.4,11582.4,216.11,217.42,216.69065573770493,4.487900000000003,5.699199999999998,2395.0,0,-0.021475241288292868
407914,11277.6,11277.6,11277.6,266.5,266.92,266.6344,0.1306000000000011,0.0739999999999998,2867.0,0,-0.08273544682888684
40792e,891.54,1257.3,1035.4056,95.46,102.95,101.1772,0.0138999999999995,0.0913,2867.0,0,0.0161390290719855
40796a,10972.8,10972.8,10972.799999999996,203.06,203.72,203.20555555555555,0.0992000000000032,0.0478000000000005,2867.0,0,-0.09905425488749309
40796e,10972.8,10988.04,10983.212061068703,231.51,232.34,231.93343511450385,0.1062000000000011,0.2195999999999998,3592.0,0,-0.11153050421357169
4079a9,10972.8,10972.8,10972.799999999996,205.19,205.19,205.18999999999997,0.0009000000000014,0.000300000000001,972.0,0,-0.08973078173171434
4079d1,15.24,15.24,15.240000000000002,65.9,65.9,65.89999999999999,0.0,0.0,233.0,0,0.09505261852033187
407ac6,11277.6,11277.6,11277.6,236.03,236.64,236.1036,0.1006999999999962,0.1105999999999998,2867.0,0,-0.1285478581434632
407af4,10660.38,11033.76,10678.885714285714,262.86,265.11,264.0132539682539,0.2000000000000028,0.0398,3592.0,0,-0.07168498641261184
407b04,9144.0,9144.0,9144.0,241.13,249.24,242.09681818181815,0.0071000000000012,0.1572,2884.0,0,-0.10988020260601522
407be6,11277.6,11277.6,11277.600000000006,244.27,249.96,247.47780701754388,0.0775000000000005,0.0416000000000025,3009.0,0,-0.1181650612562844
407c6d,11574.78,11574.78,11574.780000000002,236.42,236.57,236.43683673469397,0.058099999999996,0.1355000000000004,3151.0,0,-0.11176551845561128
407c8a,10668.0,10668.0,10668.0,272.82,273.3,273.2168,0.0457999999999998,0.2195,2867.0,0,-0.08874081646381632
407caf,10972.8,10972.8,10972.800000000005,181.31,181.92,181.50288135593212,0.0165999999999968,0.0052,2018.0,0,-0.045842530400253934
407cb0,4457.7,4480.56,4459.174838709677,151.64,151.64,151.64,0.0031000000000034,0.0025,773.0,0,-0.036448547066451675
407cb1,11582.4,11582.4,11582.399999999998,198.09,198.7,198.48082191780816,0.0953000000000017,0.0280000000000004,2730.0,0,-0.06288892309508759
407cb2,678.18,678.18,678.18,77.93,77.93,77.93,0.0,0.0,295.0,0,0.032173440763074046
407cb3,2087.88,2087.88,2087.880000000001,125.26,125.26,125.26,0.0,0.0,233.0,0,-0.011226479235683262
407cb4,1615.44,1836.42,1789.6839999999995,121.41,129.13,126.58733333333336,0.0797999999999987,0.0002999999999997,1217.0,0,-0.0032124058060227223
407ce4,8183.88,8183.88,8183.88,245.91,245.91,245.91,0.0,0.0,17.0,0,-0.07619759928811626
407d10,11582.4,11590.02,11582.531379310343,220.78,221.04,220.8786206896552,0.0138999999999995,0.0362999999999988,1254.0,0,-0.09015621133658858
407e21,7010.4,7010.4,7010.4,208.73,208.73,208.73,0.0,0.0,74.0,0,-0.05964750472736913
407e45,10957.56,11285.22,11075.67,221.92,254.41,251.35681818181817,1.5426000000000002,4.2287,2884.0,0,-0.07073112987019636
407e46,11574.78,11582.4,11577.427627118645,239.98,240.9,240.27652542372883,0.2622999999999962,0.0246000000000004,3592.0,0,-0.08368644819078286
407e53,11574.78,11590.02,11583.702564102565,231.0,231.54,231.2630769230769,0.0495000000000018,0.1228000000000015,3342.0,0,-0.10492870306009983
407e54,11277.6,11277.6,11277.600000000002,250.64,251.01,250.6646666666666,0.0394000000000005,0.0527000000000015,374.0,0,-0.09408664501839503
407e56,10660.38,10668.0,10667.637142857144,247.06,273.18,254.6619047619048,2.794900000000005,11.543200000000002,2706.0,0,0.013405005162607675
407e63,11574.78,11582.4,11576.343076923078,229.77,232.74,230.84576923076932,3.235200000000006,7.335800000000001,3097.0,0,-0.039450749981732536
407e68,10972.8,10972.8,10972.8,213.56,215.41,214.7061616161616,0.0452000000000012,0.0820999999999987,3169.0,0,-0.11316901798206547
